bmaclaverty2v@nsu.edu,msprackling43@nsu.edu,5/13/21,1,Bad
amcpartlin2w@nsu.edu,tandino92@nsu.edu,5/3/21,1,Bad
lthackham2x@nsu.edu,jwooderson5q@nsu.edu,7/9/21,2,Not Bad
bbywaters2y@nsu.edu,jgarrood8v@nsu.edu,2/24/22,3,Not Bad
gdruce2z@nsu.edu,fstodartdu@nsu.edu,3/31/21,3,Not Bad
kfeeney30@nsu.edu,gescalanteg4@nsu.edu,5/31/21,2,Not Bad
ksnoddy38@nsu.edu,gmackall4z@nsu.edu,2/8/22,4,Awesome
ccellier31@nsu.edu,gmackall4z@nsu.edu,11/5/21,2,Not Bad
icabbell32@nsu.edu,fthunder1p@webs.com,11/9/21,3,Not Bad
dgrogona33@nsu.edu,fjacquemypl@nsu.edu,12/6/21,1,Bad
mstapele34@nsu.edu,edionisiih1@nsu.edu,10/3/21,1,Bad
gambrosch35@nsu.edu,lcootesj9@nsu.edu,11/11/21,2,Not Bad
afidilis36@nsu.edu,mashling8s@nsu.edu,7/15/21,5,Awesome
pboundey37@nsu.edu,ccolteneh@nsu.edu,9/15/21,3,Not Bad
ksnoddy38@nsu.edu,bparkenl7@nsu.edu,11/24/21,2,Not Bad
sbouzek39@nsu.edu,itompkinson28@pcworld.com,5/17/21,1,Bad
gleddie3a@nsu.edu,lcuffehv@nsu.edu,2/26/22,3,Not Bad
dlepick3b@nsu.edu,vrissonh@nsu.edu,3/25/21,3,Not Bad
atorrejon3c@nsu.edu,dabelson7x@nsu.edu,10/19/21,3,Not Bad
jkittel3d@nsu.edu,jberntjd@nsu.edu,11/11/21,1,Bad
tmanus40@nsu.edu,abartoszek16@reuters.com,12/13/21,2,Not Bad
blucio41@nsu.edu,ctelezhking7@nsu.edu,11/16/21,3,Not Bad
fmcall42@nsu.edu,elyfecx@nsu.edu,8/11/21,5,Awesome
msprackling43@nsu.edu,adebellis2@mit.edu,8/1/21,2,Not Bad
mgudeman44@nsu.edu,rbuchankl@nsu.edu,11/22/21,5,Awesome
jtestro45@nsu.edu,abithellon@nsu.edu,11/22/21,2,Not Bad
mreeves46@nsu.edu,cdiffley5w@nsu.edu,11/1/21,5,Awesome
rkorneev47@nsu.edu,nscougallba@nsu.edu,5/10/21,2,Not Bad
tkorting48@nsu.edu,naspcu@nsu.edu,3/16/21,2,Not Bad
rwomack49@nsu.edu,dairthno@nsu.edu,5/19/21,3,Not Bad
atythacott4a@nsu.edu,jthwaite4l@nsu.edu,7/15/21,3,Not Bad
tevangelinos4b@nsu.edu,ebromagei6@nsu.edu,11/22/21,3,Not Bad
fleere4c@nsu.edu,mtuxell5t@nsu.edu,7/11/21,3,Not Bad
kbouzek4d@nsu.edu,cjedrzejewskypo@nsu.edu,5/20/21,1,Bad
tizzatt4e@nsu.edu,hjehaes86@nsu.edu,11/28/21,1,Bad
pslidders4f@nsu.edu,jkruszelnickik3@nsu.edu,5/11/21,5,Awesome
pnetley4n@nsu.edu,oflahiveif@nsu.edu,2/26/22,1,Bad
anassau4p@nsu.edu,oflahiveif@nsu.edu,10/22/21,4,Awesome
agoly4g@nsu.edu,oflahiveif@nsu.edu,9/4/21,4,Awesome
cthumann4h@nsu.edu,kbennike0@merriam-webster.com,1/29/22,1,Bad
rmcwhin4i@nsu.edu,ikneesha3v@nsu.edu,8/24/21,1,Bad
gdowtry4j@nsu.edu,cdutnallr1@nsu.edu,1/11/22,4,Awesome
tinch4k@nsu.edu,hcapellee6@nsu.edu,1/4/22,2,Not Bad
jthwaite4l@nsu.edu,hreavellhk@nsu.edu,7/2/21,4,Awesome
rmessham4m@nsu.edu,gdignall3j@nsu.edu,4/29/21,2,Not Bad
pnetley4n@nsu.edu,cpennettalf@nsu.edu,7/6/21,1,Bad
lbissill4o@nsu.edu,ahaskerjg@nsu.edu,3/31/21,1,Bad
anassau4p@nsu.edu,cdullardbp@nsu.edu,5/30/21,3,Not Bad
toseland4q@nsu.edu,cfridpm@nsu.edu,9/10/21,3,Not Bad
feeles4r@nsu.edu,mamymo@nsu.edu,8/14/21,2,Not Bad
tbice4s@nsu.edu,pboundey37@nsu.edu,10/17/21,1,Bad
hgoolden4t@nsu.edu,eparmanpy@nsu.edu,3/5/21,2,Not Bad
myork4u@nsu.edu,pclampettfg@nsu.edu,12/15/21,4,Awesome
ghankey4v@nsu.edu,bdenevehs@nsu.edu,5/22/21,3,Not Bad
jcory4w@nsu.edu,mbuddenqw@nsu.edu,3/10/21,3,Not Bad
etroy4x@nsu.edu,cceaser3h@nsu.edu,3/12/21,3,Not Bad
lundrill4y@nsu.edu,strenamanhu@nsu.edu,12/25/21,4,Awesome
gmackall4z@nsu.edu,pbortolazziol@nsu.edu,9/4/21,1,Bad
myacob50@nsu.edu,zcornillibb@nsu.edu,3/1/22,1,Bad
ajeffs51@nsu.edu,gearngycp@nsu.edu,12/15/21,4,Awesome
olief52@nsu.edu,tgettonei8@nsu.edu,5/20/21,1,Bad
ddimeo53@nsu.edu,gpendry79@nsu.edu,6/8/21,5,Awesome
landrysek5f@nsu.edu,ecortingq@nsu.edu,12/24/21,4,Awesome
dclearie54@nsu.edu,ecortingq@nsu.edu,3/15/21,5,Awesome
mreeves46@nsu.edu,nrideoutmi@nsu.edu,11/12/21,5,Awesome
rkorneev47@nsu.edu,nrideoutmi@nsu.edu,2/1/22,5,Awesome
tkorting48@nsu.edu,ndutchburnel@nsu.edu,9/7/21,1,Bad
rwomack49@nsu.edu,wlaurancegt@nsu.edu,5/26/21,2,Not Bad
atythacott4a@nsu.edu,wlaurancegt@nsu.edu,1/17/22,1,Bad
tevangelinos4b@nsu.edu,wlaurancegt@nsu.edu,4/28/21,2,Not Bad
fleere4c@nsu.edu,rdichee@adobe.com,3/4/21,5,Awesome
kbouzek4d@nsu.edu,dmccritchiej3@nsu.edu,12/10/21,2,Not Bad
tizzatt4e@nsu.edu,ghalvorsen95@nsu.edu,7/8/21,2,Not Bad
pslidders4f@nsu.edu,ghalvorsen95@nsu.edu,6/25/21,2,Not Bad
pnetley4n@nsu.edu,predittjv@nsu.edu,3/21/21,2,Not Bad
anassau4p@nsu.edu,dnaughton9f@nsu.edu,2/16/22,2,Not Bad
ghankey4v@nsu.edu,bstrangeri3@nsu.edu,7/22/21,2,Not Bad
jcory4w@nsu.edu,bbartkowiak6t@nsu.edu,3/29/21,5,Awesome
etroy4x@nsu.edu,amarkosn0@nsu.edu,4/14/21,2,Not Bad
lundrill4y@nsu.edu,cmcpolindw@nsu.edu,1/17/22,5,Awesome
gmackall4z@nsu.edu,dbrinkworth7i@nsu.edu,3/27/21,5,Awesome
myacob50@nsu.edu,tappleton2n@delicious.com,11/22/21,5,Awesome
ajeffs51@nsu.edu,gcordall73@nsu.edu,9/2/21,1,Bad
olief52@nsu.edu,dbarrowcloughlz@nsu.edu,12/10/21,1,Bad
ddimeo53@nsu.edu,nheckjx@nsu.edu,9/4/21,2,Not Bad
mgeorgi5b@nsu.edu,bspottiswoodhm@nsu.edu,11/21/21,1,Bad
dclearie54@nsu.edu,gmosconegr@nsu.edu,8/4/21,3,Not Bad
mriddler55@nsu.edu,akelby20@drupal.org,7/10/21,1,Bad
cklyner56@nsu.edu,lbyrdgk@nsu.edu,5/5/21,3,Not Bad
zmegroff57@nsu.edu,mlempertz10@yandex.ru,3/29/21,2,Not Bad
cjaquiss58@nsu.edu,zcowl7l@nsu.edu,1/27/22,3,Not Bad
garmer59@nsu.edu,asimonsen7z@nsu.edu,9/20/21,4,Awesome
scribbin5a@nsu.edu,pslidders4f@nsu.edu,8/6/21,1,Bad
dclearie54@nsu.edu,awillderjq@nsu.edu,2/13/22,4,Awesome
ajeffs51@nsu.edu,avenablesi@salon.com,5/15/21,5,Awesome
mgeorgi5b@nsu.edu,cmcallof@nsu.edu,5/5/21,1,Not Bad
kgedney5c@nsu.edu,lsekulla8w@nsu.edu,4/5/21,5,Awesome
jponting5d@nsu.edu,atorrejon3c@nsu.edu,7/23/21,1,Not Bad
mriddler55@nsu.edu,hmccurts@vinaora.com,9/26/21,3,Bad
garmer59@nsu.edu,alillecrop1u@about.com,11/15/21,2,Not Bad
meddington5e@nsu.edu,ofumagalliqv@nsu.edu,5/24/21,2,Bad
landrysek5f@nsu.edu,wsemechikci@nsu.edu,6/16/21,1,Bad
dclearie54@nsu.edu,ttremollet2t@nsu.edu,1/14/22,3,Not Bad
mreeves46@nsu.edu,srubinivitzlu@nsu.edu,8/13/21,5,Awesome
rkorneev47@nsu.edu,ascohiergc@nsu.edu,9/1/21,4,Awesome
tkorting48@nsu.edu,ihannondki@nsu.edu,3/13/21,2,Bad
rwomack49@nsu.edu,avirr66@nsu.edu,8/10/21,1,Bad
atythacott4a@nsu.edu,dgoodenoughgs@nsu.edu,3/3/21,2,Bad
tevangelinos4b@nsu.edu,rscampm5@nsu.edu,2/4/22,5,Awesome
fleere4c@nsu.edu,kkiesselhe@nsu.edu,2/13/22,5,Awesome
kbouzek4d@nsu.edu,tkorting48@nsu.edu,7/16/21,1,Bad
tizzatt4e@nsu.edu,mbuesdennk@nsu.edu,2/19/22,5,Awesome
pslidders4f@nsu.edu,rcayton5r@nsu.edu,9/15/21,4,Awesome
pnetley4n@nsu.edu,selliker1v@ibm.com,7/17/21,2,Not Bad
anassau4p@nsu.edu,rstanwixm3@nsu.edu,11/11/21,4,Awesome
agoly4g@nsu.edu,ehaspineallfb@nsu.edu,2/23/22,5,Awesome
cthumann4h@nsu.edu,onewlindl@nsu.edu,12/4/21,1,Bad
rmcwhin4i@nsu.edu,gdeblaseer@nsu.edu,12/4/21,5,Awesome
gdowtry4j@nsu.edu,vcawr7@nsu.edu,2/21/22,1,Bad
tinch4k@nsu.edu,glibbie7q@nsu.edu,12/8/21,5,Awesome
jthwaite4l@nsu.edu,glibbie7q@nsu.edu,4/14/21,2,Not Bad
rmessham4m@nsu.edu,glibbie7q@nsu.edu,2/2/22,3,Not Bad
pnetley4n@nsu.edu,emillhill6q@nsu.edu,10/7/21,2,Not Bad
lbissill4o@nsu.edu,iciobotarujm@nsu.edu,4/19/21,5,Awesome
anassau4p@nsu.edu,mfairhamf0@nsu.edu,4/10/21,2,Not Bad
toseland4q@nsu.edu,gnorecb@nsu.edu,12/4/21,2,Not Bad
feeles4r@nsu.edu,rgoulbornegn@nsu.edu,10/16/21,5,Awesome
tbice4s@nsu.edu,bspencleyka@nsu.edu,8/16/21,3,Not Bad
hgoolden4t@nsu.edu,hleroy7s@nsu.edu,7/13/21,4,Awesome
myork4u@nsu.edu,dbrigstocko2@nsu.edu,6/15/21,1,Bad
ghankey4v@nsu.edu,nlarhamap@nsu.edu,5/26/21,5,Awesome
jcory4w@nsu.edu,mcrumlyfk@nsu.edu,2/25/22,2,Bad
etroy4x@nsu.edu,jcarvil9@economist.com,1/28/22,3,Not Bad
lundrill4y@nsu.edu,jcarvil9@economist.com,11/24/21,2,Not Bad
gmackall4z@nsu.edu,jboultwoodre@nsu.edu,5/29/21,5,Awesome
myacob50@nsu.edu,jcory4w@nsu.edu,9/29/21,1,Bad
ajeffs51@nsu.edu,pkirklandrq@nsu.edu,8/1/21,1,Bad
olief52@nsu.edu,rkorneichikbg@nsu.edu,3/9/21,4,Awesome
ddimeo53@nsu.edu,aforsythay@nsu.edu,8/10/21,5,Awesome
mgeorgi5b@nsu.edu,kperle7k@nsu.edu,11/18/21,4,Awesome
dclearie54@nsu.edu,cpaulone4@nsu.edu,1/7/22,2,Not Bad
mriddler55@nsu.edu,solooneybx@nsu.edu,9/30/21,3,Not Bad
cklyner56@nsu.edu,tdairtonp8@nsu.edu,1/5/22,3,Not Bad
zmegroff57@nsu.edu,feeles4r@nsu.edu,4/1/21,2,Not Bad
cjaquiss58@nsu.edu,bmaclaverty2v@nsu.edu,7/17/21,2,Not Bad
garmer59@nsu.edu,lstuddeard7r@nsu.edu,3/13/21,4,Awesome
scribbin5a@nsu.edu,rburtwistler8@nsu.edu,5/4/21,1,Bad
dclearie54@nsu.edu,cmabbsdt@nsu.edu,10/20/21,5,Awesome
ajeffs51@nsu.edu,fdeans6l@nsu.edu,1/2/22,1,Bad
mgeorgi5b@nsu.edu,bmalbonee@nsu.edu,5/13/21,2,Not Bad
kgedney5c@nsu.edu,dbraffington7n@nsu.edu,5/3/21,3,Not Bad
jponting5d@nsu.edu,cgabeyeb@nsu.edu,7/9/21,2,Bad
mriddler55@nsu.edu,dlawteye2@nsu.edu,2/24/22,3,Not Bad
garmer59@nsu.edu,mickowics63@nsu.edu,3/31/21,1,Bad
meddington5e@nsu.edu,qricardoufm@nsu.edu,5/31/21,2,Not Bad
landrysek5f@nsu.edu,ogajownikly@nsu.edu,2/8/22,1,Bad
dclearie54@nsu.edu,oreppaportr0@nsu.edu,11/5/21,5,Awesome
mreeves46@nsu.edu,ccaldeiropf@nsu.edu,11/9/21,3,Not Bad
rkorneev47@nsu.edu,kmusslewhitedp@nsu.edu,12/6/21,2,Not Bad
tkorting48@nsu.edu,dparlettkw@nsu.edu,10/3/21,5,Awesome
rwomack49@nsu.edu,msprackling43@nsu.edu,11/11/21,1,Bad
atythacott4a@nsu.edu,tandino92@nsu.edu,7/15/21,2,Bad
tevangelinos4b@nsu.edu,jwooderson5q@nsu.edu,9/15/21,3,Not Bad
fleere4c@nsu.edu,jgarrood8v@nsu.edu,11/24/21,2,Not Bad
kbouzek4d@nsu.edu,fstodartdu@nsu.edu,5/17/21,3,Not Bad
tizzatt4e@nsu.edu,gescalanteg4@nsu.edu,2/26/22,2,Not Bad
pslidders4f@nsu.edu,gmackall4z@nsu.edu,3/25/21,4,Awesome
pnetley4n@nsu.edu,gmackall4z@nsu.edu,10/19/21,2,Not Bad
anassau4p@nsu.edu,fthunder1p@webs.com,11/11/21,3,Not Bad
agoly4g@nsu.edu,fjacquemypl@nsu.edu,3/25/21,1,Bad
cthumann4h@nsu.edu,edionisiih1@nsu.edu,7/27/21,2,Bad
rmcwhin4i@nsu.edu,lcootesj9@nsu.edu,3/13/21,3,Not Bad
gdowtry4j@nsu.edu,mashling8s@nsu.edu,12/12/21,5,Awesome
tinch4k@nsu.edu,ccolteneh@nsu.edu,1/10/22,2,Not Bad
jthwaite4l@nsu.edu,bparkenl7@nsu.edu,5/16/21,3,Not Bad
rmessham4m@nsu.edu,itompkinson28@pcworld.com,4/7/21,1,Bad
pnetley4n@nsu.edu,lcuffehv@nsu.edu,9/1/21,3,Not Bad
lbissill4o@nsu.edu,vrissonh@nsu.edu,6/11/21,2,Not Bad
anassau4p@nsu.edu,dabelson7x@nsu.edu,1/5/22,2,Not Bad
toseland4q@nsu.edu,jberntjd@nsu.edu,6/30/21,1,Bad
feeles4r@nsu.edu,ituppm2@nsu.edu,2/27/22,3,Not Bad
tbice4s@nsu.edu,vconquest69@nsu.edu,4/28/21,4,Awesome
hgoolden4t@nsu.edu,ebullardig@nsu.edu,3/6/21,2,Not Bad
myork4u@nsu.edu,dgurge15@jimdo.com,5/31/21,5,Awesome
ghankey4v@nsu.edu,belfordb@yahoo.co.jp,10/27/21,1,Bad
jcory4w@nsu.edu,eorrick96@nsu.edu,12/7/21,3,Not Bad
etroy4x@nsu.edu,psarfat78@nsu.edu,7/7/21,1,Bad
lundrill4y@nsu.edu,rwomack49@nsu.edu,12/4/21,2,Bad
gmackall4z@nsu.edu,eovenden5y@nsu.edu,11/19/21,5,Awesome
myacob50@nsu.edu,whasnney2b@biblegateway.com,10/18/21,3,Not Bad
ajeffs51@nsu.edu,mromayniq@nsu.edu,9/10/21,2,Bad
olief52@nsu.edu,mromayniq@nsu.edu,8/20/21,5,Awesome
ddimeo53@nsu.edu,mromayniq@nsu.edu,6/8/21,3,Not Bad
mgeorgi5b@nsu.edu,fcapronqr@nsu.edu,12/13/21,2,Not Bad
dclearie54@nsu.edu,lmcmanusmc@nsu.edu,11/16/21,1,Bad
mriddler55@nsu.edu,lthornberbk@nsu.edu,8/11/21,3,Not Bad
cklyner56@nsu.edu,pstartehp@nsu.edu,8/1/21,4,Awesome
zmegroff57@nsu.edu,gechalieh4@nsu.edu,11/22/21,2,Not Bad
cjaquiss58@nsu.edu,eswanbourneq0@nsu.edu,11/22/21,3,Not Bad
garmer59@nsu.edu,shaydones@nsu.edu,11/1/21,3,Not Bad
scribbin5a@nsu.edu,lcicchinellib5@nsu.edu,5/10/21,2,Bad
dclearie54@nsu.edu,jjewettjh@nsu.edu,3/16/21,3,Not Bad
ajeffs51@nsu.edu,rvanderhoeven9h@nsu.edu,5/19/21,2,Not Bad
mgeorgi5b@nsu.edu,tizzatt4e@nsu.edu,7/15/21,1,Bad
kgedney5c@nsu.edu,abartoszek16@reuters.com,11/22/21,2,Not Bad
jponting5d@nsu.edu,ctelezhking7@nsu.edu,7/11/21,3,Not Bad
mriddler55@nsu.edu,elyfecx@nsu.edu,5/20/21,5,Awesome
garmer59@nsu.edu,adebellis2@mit.edu,11/28/21,3,Not Bad
landrysek5f@nsu.edu,abithellon@nsu.edu,2/26/22,2,Not Bad
dclearie54@nsu.edu,cdiffley5w@nsu.edu,10/22/21,5,Awesome
mreeves46@nsu.edu,nscougallba@nsu.edu,9/4/21,3,Not Bad
rkorneev47@nsu.edu,naspcu@nsu.edu,1/29/22,3,Not Bad
tkorting48@nsu.edu,dairthno@nsu.edu,8/24/21,4,Not Bad
rwomack49@nsu.edu,jthwaite4l@nsu.edu,1/11/22,3,Not Bad
atythacott4a@nsu.edu,ebromagei6@nsu.edu,1/4/22,2,Not Bad
tevangelinos4b@nsu.edu,mtuxell5t@nsu.edu,7/2/21,3,Not Bad
fleere4c@nsu.edu,cjedrzejewskypo@nsu.edu,4/29/21,1,Bad
kbouzek4d@nsu.edu,hjehaes86@nsu.edu,7/6/21,2,Bad
tizzatt4e@nsu.edu,jkruszelnickik3@nsu.edu,3/31/21,5,Awesome
pslidders4f@nsu.edu,oflahiveif@nsu.edu,5/30/21,2,Bad
pnetley4n@nsu.edu,oflahiveif@nsu.edu,9/10/21,4,Awesome
anassau4p@nsu.edu,oflahiveif@nsu.edu,8/14/21,5,Awesome
agoly4g@nsu.edu,kbennike0@merriam-webster.com,10/17/21,1,Bad
cthumann4h@nsu.edu,ikneesha3v@nsu.edu,3/5/21,2,Bad
rmcwhin4i@nsu.edu,cdutnallr1@nsu.edu,12/15/21,4,Awesome
gdowtry4j@nsu.edu,hcapellee6@nsu.edu,5/22/21,2,Not Bad
tinch4k@nsu.edu,hreavellhk@nsu.edu,3/10/21,5,Awesome
jthwaite4l@nsu.edu,gdignall3j@nsu.edu,3/12/21,3,Not Bad
rmessham4m@nsu.edu,cpennettalf@nsu.edu,12/25/21,2,Bad
pnetley4n@nsu.edu,ahaskerjg@nsu.edu,9/4/21,1,Bad
lbissill4o@nsu.edu,cdullardbp@nsu.edu,3/1/22,3,Not Bad
anassau4p@nsu.edu,cfridpm@nsu.edu,12/15/21,3,Not Bad
toseland4q@nsu.edu,mamymo@nsu.edu,5/20/21,4,Not Bad
etroy4x@nsu.edu,strenamanhu@nsu.edu,4/5/21,5,Awesome
lundrill4y@nsu.edu,pbortolazziol@nsu.edu,5/20/21,2,Bad
gmackall4z@nsu.edu,zcornillibb@nsu.edu,10/26/21,1,Bad
myacob50@nsu.edu,gearngycp@nsu.edu,7/31/21,5,Awesome
ajeffs51@nsu.edu,tgettonei8@nsu.edu,2/26/22,1,Bad
olief52@nsu.edu,gpendry79@nsu.edu,11/27/21,4,Awesome
ddimeo53@nsu.edu,kwilcockesfx@nsu.edu,4/10/21,5,Awesome
mgeorgi5b@nsu.edu,kwilcockesfx@nsu.edu,5/1/21,4,Awesome
dclearie54@nsu.edu,slittledike1a@dyndns.org,3/31/21,5,Awesome
mriddler55@nsu.edu,tpollock7j@nsu.edu,5/24/21,2,Not Bad
cklyner56@nsu.edu,rdellenbroker6c@nsu.edu,1/14/22,5,Awesome
zmegroff57@nsu.edu,mbernasekrm@nsu.edu,12/24/21,3,Not Bad
cjaquiss58@nsu.edu,hbintonme@nsu.edu,3/15/21,5,Awesome
garmer59@nsu.edu,acazindy@nsu.edu,11/12/21,3,Not Bad
scribbin5a@nsu.edu,tlinebargerh@flickr.com,2/1/22,1,Bad
dclearie54@nsu.edu,tlinebargerh@flickr.com,9/7/21,1,Bad
ajeffs51@nsu.edu,tlinebargerh@flickr.com,5/26/21,5,Awesome
mgeorgi5b@nsu.edu,jtestro45@nsu.edu,1/17/22,1,Bad
kgedney5c@nsu.edu,ltortispi@nsu.edu,4/28/21,4,Awesome
jponting5d@nsu.edu,wfranzenct@nsu.edu,3/4/21,5,Awesome
mriddler55@nsu.edu,wfranzenct@nsu.edu,12/10/21,1,Bad
garmer59@nsu.edu,wfranzenct@nsu.edu,7/8/21,2,Not Bad
meddington5e@nsu.edu,ecortingq@nsu.edu,6/25/21,4,Awesome
landrysek5f@nsu.edu,ecortingq@nsu.edu,3/21/21,5,Awesome
dclearie54@nsu.edu,nrideoutmi@nsu.edu,2/16/22,5,Awesome
mreeves46@nsu.edu,nrideoutmi@nsu.edu,3/15/21,4,Awesome
rkorneev47@nsu.edu,ndutchburnel@nsu.edu,6/11/21,2,Bad
