5398-3191-8718-5946,322,12,2026,Master ,smutlow4d@nsu.edu
5410-4190-7650-6373,966,2,2028,Master ,rcorderoyey@nsu.edu
5536-7221-7523-6788,111,1,2031,Master ,pbullusj6@nsu.edu
5469-6815-7269-8623,366,5,2029,Master ,egaylord7w@nsu.edu
5893-0899-6840-7330,13,6,2032,Master ,rgiloglyae@nsu.edu
5141-4966-3110-4199,215,7,2026,Master ,bscriven8m@nsu.edu
5116-5796-4476-2043,716,11,2031,Master ,phansard9g@nsu.edu
5363-4297-5642-4426,364,10,2032,Master ,fhammon9o@nsu.edu
5217-4220-9819-6226,133,1,2023,Master ,gwestcotcr@nsu.edu
5848-4835-1852-6275,951,2,2028,Master ,probinsonec@nsu.edu
5394-9290-5765-2758,276,6,2024,Master ,dcopshr@nsu.edu
5519-6452-3080-1535,127,7,2027,Master ,npallaschk8@nsu.edu
5825-8113-0072-1312,279,10,2032,Master ,dpollastroneg@nsu.edu
5195-8291-1345-0704,12,11,2031,Master ,tsolman25@nsu.edu
5304-3379-8263-5527,266,7,2027,Master ,ehaspineallfb@nsu.edu
5404-5299-0055-1771,293,6,2032,Master ,esavaageho@nsu.edu
5647-3787-6331-3220,746,9,2031,Master ,ggemmillv@nsu.edu
5362-1389-0084-7950,159,7,2023,Master ,eranfield2x@nsu.edu
5766-8985-1870-3355,944,3,2032,Master ,lpawlyn35@nsu.edu
5944-5002-2323-1984,37,1,2026,Master ,clucianip@nsu.edu
5781-2698-6778-7873,666,6,2031,Master ,mtupperiv@nsu.edu
5787-7260-5634-8492,460,10,2026,Master ,gfulmenr9@nsu.edu
5987-7991-6521-7604,178,9,2032,Master ,ldailyrh@nsu.edu
5886-5959-2355-6748,794,6,2027,Master ,plomaz41@nsu.edu
5480-9804-3857-3254,300,9,2025,Master ,jdesouza63@nsu.edu
5450-1619-3390-7032,987,3,2028,Master ,dpenton8m@nsu.edu
5522-0242-7179-6231,274,4,2023,Master ,dmcraeis@nsu.edu
5069-8998-9516-6760,236,10,2032,Master ,mnekrewse9@nsu.edu
5016-6142-4438-3463,303,11,2031,Master ,dreynard5t@nsu.edu
5222-6223-8582-9247,873,12,2025,Master ,delnaugh2c@nsu.edu
5274-5915-8825-3244,893,12,2025,Master ,tbrightey72@nsu.edu
5920-9208-9018-5936,929,10,2032,Master ,chatchery@nsu.edu
5736-9974-8069-8454,892,5,2025,Master ,ssherston10@nsu.edu
5876-3488-0317-7344,901,9,2031,Master ,bgeyton1r@nsu.edu
5727-6781-5863-9140,861,6,2023,Master ,awackett4i@nsu.edu
5295-4089-9921-8437,228,5,2030,Master ,bmulleary5z@nsu.edu
5892-2648-6033-3377,813,1,2029,Master ,nhargrove7s@nsu.edu
5129-7540-2678-1671,901,8,2025,Master ,adudderidgen5@nsu.edu
5698-9157-4717-6838,536,5,2031,Master ,bwalenta3x@nsu.edu
5317-2437-0552-1170,87,10,2032,Master ,sdicarli8m@nsu.edu
5547-2732-0491-5584,484,7,2023,Master ,swalletta2@nsu.edu
5415-6641-7108-6133,571,7,2026,Master ,lthackham2x@nsu.edu
5022-2234-1897-3813,0,10,2028,Master ,vizaac3w@nsu.edu
5182-7677-8647-9421,854,2,2029,Master ,jjiracekqy@nsu.edu
5269-4765-4348-9357,752,3,2032,Master ,cwingeatti4@nsu.edu
5938-0511-4937-9029,885,6,2030,Master ,pslidders4f@nsu.edu
5725-5331-1402-6680,591,7,2025,Master ,gechalieh4@nsu.edu
5173-0313-9091-6644,854,1,2024,Master ,chatchettelo@nsu.edu
5919-7030-6717-8380,234,7,2032,Master ,rgontiernv@nsu.edu
5452-0951-1182-9478,789,11,2028,Master ,gdruce2z@nsu.edu
5013-0164-6390-8852,5,2,2027,Master ,lsteptowaq@nsu.edu
5594-6474-9786-6536,798,9,2023,Master ,esarlebc@nsu.edu
5714-0283-3846-0250,125,1,2024,Master ,sloughtonkq@nsu.edu
5400-1860-9756-0380,260,11,2031,Master ,cshinnp3@nsu.edu
5578-5586-0593-1743,391,3,2029,Master ,mwhiskera4@nsu.edu
5290-7563-6226-1632,641,3,2028,Master ,vpeate3@nsu.edu
5441-3309-3387-8340,465,11,2025,Master ,gphorsbygd@nsu.edu
5036-6330-0656-6700,678,4,2027,Master ,cdemarcohd@nsu.edu
5375-7908-7186-2224,694,3,2024,Master ,rluckiehl@nsu.edu
5895-7235-2765-2771,880,7,2032,Master ,wbuschn6@nsu.edu
5974-5760-1797-3556,60,1,2029,Master ,mortsmannoi@nsu.edu
5760-6351-4371-7377,330,11,2025,Master ,wosmond5y@nsu.edu
5062-2237-4422-5462,0,1,2031,Master ,edigginson6q@nsu.edu
5844-1026-4543-7456,758,2,2031,Master ,llawrenceson72@nsu.edu
5677-5046-2259-9683,664,3,2029,Master ,rgurnera@nsu.edu
5483-6340-8453-6785,848,1,2026,Master ,cstrooband1i@nsu.edu
5872-8892-0970-3156,157,4,2026,Master ,kmayb9@nsu.edu
5759-5577-0040-8579,430,11,2024,Master ,ndeyeh2@nsu.edu
5041-4117-6498-6751,720,10,2025,Master ,ltomaszynski8x@nsu.edu
5692-2022-8894-8340,917,2,2031,Master ,mdumbellqm@nsu.edu
5452-5403-4421-6997,856,6,2031,Master ,enesbit1n@nsu.edu
5107-6075-9554-9762,509,2,2026,Master ,wdelongcw@nsu.edu
5785-8559-7420-7799,930,12,2025,Master ,baccumgg@nsu.edu
5600-0453-7864-9146,936,9,2031,Master ,bspencleyka@nsu.edu
5689-2153-1690-3243,69,3,2028,Master ,hcanero7v@nsu.edu
5390-2920-3319-9470,561,10,2028,Master ,cwintertoni8@nsu.edu
5865-9978-2504-2572,777,10,2029,Master ,strusslovekn@nsu.edu
5092-5414-2897-9510,880,8,2032,Master ,hpingstonelk@nsu.edu
5970-7946-9299-2360,243,7,2028,Master ,kperrelle58@nsu.edu
5784-0205-6914-0135,795,9,2032,Master ,pshillingford7v@nsu.edu
5269-4134-4350-2641,639,12,2031,Master ,hpetriello8f@nsu.edu
5472-6442-9517-5164,312,4,2027,Master ,tcoulman60@nsu.edu
5753-2868-9973-3791,454,4,2031,Master ,mbernasekrm@nsu.edu
5622-5948-7079-8810,974,2,2024,Master ,tduffet96@nsu.edu
5006-4206-2786-5436,236,9,2027,Master ,prolfinia2@nsu.edu
5098-5000-5879-6448,179,12,2030,Master ,mwattsen@nsu.edu
5082-8633-7582-0140,36,1,2032,Master ,sfearnsides6v@nsu.edu
5084-3098-0157-6510,226,3,2029,Master ,astriker7i@nsu.edu
5728-1936-0537-8366,509,7,2030,Master ,nmcgeachie8o@nsu.edu
5976-2690-3313-0129,409,9,2032,Master ,sgeratasch3x@nsu.edu
5409-0454-0132-9065,263,3,2025,Master ,tbice4s@nsu.edu
5488-9423-5251-4462,66,10,2025,Master ,lscrimshireae@nsu.edu
5362-2331-2132-3677,771,1,2029,Master ,aforsythay@nsu.edu
5183-2881-5855-2147,634,4,2029,Master ,adaybornei9@nsu.edu
5202-1418-4614-1725,460,6,2030,Master ,smaricin@nsu.edu
5187-5184-9973-3289,787,6,2023,Master ,eferandezks@nsu.edu
5228-8422-8009-6052,120,12,2031,Master ,mlammers4h@nsu.edu
5505-9901-0070-0494,436,1,2032,Master ,mwoodwingew@nsu.edu
5668-2554-3389-3639,86,6,2031,Master ,gmossdalegt@nsu.edu
5176-6311-5644-1880,903,3,2026,Master ,bknolesou@nsu.edu
5060-5340-5487-4125,312,1,2026,Master ,mdillimorepu@nsu.edu
5205-0411-2037-2724,70,12,2024,Master ,cexcell7k@nsu.edu
5657-2684-9975-8502,684,6,2026,Master ,ztakos8z@nsu.edu
5823-9133-2074-9150,968,10,2029,Master ,jcory4w@nsu.edu
5303-4080-0958-4058,653,6,2026,Master ,aromanettiju@nsu.edu
5836-2345-1358-0302,119,11,2031,Master ,dnorcockl8@nsu.edu
5930-2922-5851-5285,896,9,2030,Master ,aferencowicznt@nsu.edu
5331-6919-7716-6326,845,3,2027,Master ,hmarzelord@nsu.edu
5851-6214-0082-3330,486,3,2026,Master ,sdougillc7@nsu.edu
5753-2688-8710-1773,736,8,2027,Master ,cmertinch@nsu.edu
5879-6206-8936-7709,474,3,2024,Master ,kcripwellx@nsu.edu
5141-9080-4892-1478,583,12,2031,Master ,rshiel3a@nsu.edu
5502-0747-7113-8991,834,4,2024,Master ,hmell7q@nsu.edu
5771-8033-8802-7638,677,8,2028,Master ,vyakovliv9v@nsu.edu
5981-6612-6513-3538,954,4,2027,Master ,rpabloslc@nsu.edu
5412-6449-9913-3549,494,12,2025,Master ,dgorelli1n@nsu.edu
5202-1057-4814-5748,309,1,2026,Master ,hrusse2t@nsu.edu
5786-1847-1841-9486,693,11,2029,Master ,fdantesiamt@nsu.edu
5568-1809-7257-1098,709,2,2026,Master ,mpinnijarp1@nsu.edu
5750-6853-2715-8643,992,7,2029,Master ,bmolenpy@nsu.edu
5922-6911-9544-4056,228,7,2030,Master ,ctapp2@nsu.edu
5036-9150-2848-8932,386,4,2027,Master ,ldugood3f@nsu.edu
5744-3368-6978-9353,891,3,2031,Master ,nkimmings9i@nsu.edu
5422-0650-6212-8690,378,2,2030,Master ,cmcian9s@nsu.edu
5761-9650-5102-7524,813,2,2026,Master ,mkoeneau@nsu.edu
5876-5289-2113-8368,5,12,2024,Master ,htaylor74@nsu.edu
5459-6133-4410-8751,544,1,2031,Master ,lcicchinellib5@nsu.edu
5546-0139-0202-3697,623,2,2029,Master ,ejakoviljevic47@nsu.edu
5871-6093-0478-3479,305,7,2024,Master ,bclaussen5c@nsu.edu
5491-8070-1416-1363,175,6,2024,Master ,msemper81@nsu.edu
5053-7898-9968-6902,670,3,2029,Master ,hprattefv@nsu.edu
5063-9380-6021-0054,908,1,2026,Master ,brapport8y@nsu.edu
5895-3514-8962-3042,192,10,2031,Master ,bsimonsbi@nsu.edu
5879-1690-1766-9773,367,5,2031,Master ,dgoodbarrq@nsu.edu
5434-6636-5502-9171,578,4,2030,Master ,jlevecl@nsu.edu
5671-7997-9198-9869,297,11,2026,Master ,jferreamr@nsu.edu
5534-3935-0311-4779,209,6,2025,Master ,mkittero3@nsu.edu
5090-6349-7798-9270,174,12,2030,Master ,psarfat78@nsu.edu
5693-1521-0405-3765,381,8,2028,Master ,lcrebbingm@nsu.edu
5450-5528-8309-7261,278,12,2026,Master ,jbirtley45@nsu.edu
5362-3991-9607-1841,82,7,2028,Master ,mmaywardbb@nsu.edu
5181-6623-7452-0306,212,1,2023,Master ,edumberellfd@nsu.edu
5959-9544-0718-0078,512,8,2027,Master ,rrobuchonhr@nsu.edu
5660-4887-6753-7383,169,8,2028,Master ,pmcchruiterlg@nsu.edu
5475-1459-1476-9447,971,1,2026,Master ,fcapronqr@nsu.edu
5884-2749-0639-2860,174,1,2029,Master ,smcavaddy1l@nsu.edu
5769-2640-1287-1217,914,8,2026,Master ,vnottingham33@nsu.edu
5116-2282-4189-0770,62,10,2032,Master ,wayrs5d@nsu.edu
5586-0787-2354-4139,201,3,2025,Master ,ebeddinggc@nsu.edu
5315-3333-8750-6160,659,2,2026,Master ,rblankoig@nsu.edu
5742-1349-9618-2203,53,12,2024,Master ,nclutramn3@nsu.edu
5891-6900-8618-0678,540,5,2027,Master ,mblaisepa@nsu.edu
5370-2464-2917-6789,420,12,2024,Master ,nlawb2@nsu.edu
5755-1503-3991-9427,333,5,2025,Master ,drubyq3@nsu.edu
5389-3664-4997-3250,200,11,2024,Master ,tdougher1o@nsu.edu
5303-1974-6277-4505,758,2,2024,Master ,tpolinijo@nsu.edu
5522-3706-9914-6608,657,4,2027,Master ,ecarlyonkd@nsu.edu
5592-7367-5725-8158,182,4,2031,Master ,bgarrawaym6@nsu.edu
5026-0440-2397-6147,623,5,2024,Master ,jsnowballpc@nsu.edu
5222-4250-8339-6275,436,9,2028,Master ,clutsch5u@nsu.edu
5376-3231-5248-8994,309,6,2029,Master ,dfeige2f@nsu.edu
5784-3711-7195-7838,258,7,2032,Master ,wucceli3y@nsu.edu
5861-7288-1321-1266,614,4,2024,Master ,gnorley6r@nsu.edu
5782-7472-7883-3242,628,2,2026,Master ,pwareingf9@nsu.edu
5440-2579-3645-7045,268,2,2026,Master ,jketchn4@nsu.edu
5658-3726-1466-6912,636,1,2032,Master ,sodriscolln5@nsu.edu
5160-0442-2912-3063,611,3,2030,Master ,dwimmersq4@nsu.edu
5261-6461-6627-9650,183,9,2024,Master ,cgrigoriscu6m@nsu.edu
5630-1050-9041-9568,508,1,2024,Master ,vspraggscg@nsu.edu
5072-2444-6584-8739,14,3,2031,Master ,aclorley95@nsu.edu
5092-4939-7407-9569,323,6,2031,Master ,jgarrood8v@nsu.edu
5025-2265-8737-3936,289,2,2031,Master ,swonterql@nsu.edu
5696-0157-6350-4100,180,10,2023,Master ,mdrysdaleb@nsu.edu
5245-0583-2501-9251,539,3,2032,Master ,ecomollipo@nsu.edu
5391-9632-2607-3743,874,6,2030,Master ,fmackeanqh@nsu.edu
5283-6619-5729-4928,160,8,2025,Master ,ecatford2c@nsu.edu
5649-8360-7815-9568,221,2,2026,Master ,kboot8h@nsu.edu
5043-2568-7615-8801,690,7,2025,Master ,mbabonau82@nsu.edu
5888-5011-7049-7973,262,7,2030,Master ,jgrelakcj@nsu.edu
5988-5577-6217-9461,478,2,2025,Master ,lmcmanusmc@nsu.edu
5684-1179-6776-5333,42,3,2026,Master ,garnaez5e@nsu.edu
5197-1369-6536-4145,269,7,2032,Master ,amortimer7z@nsu.edu
5527-4509-4814-4302,465,1,2030,Master ,vbarkedq@nsu.edu
5301-0241-8476-6765,802,7,2031,Master ,rfinnie7m@nsu.edu
5419-1817-2391-6696,336,3,2024,Master ,iblest99@nsu.edu
5236-7234-1098-6102,405,11,2026,Master ,sdavid1y@nsu.edu
5803-1958-6173-5965,863,12,2028,Master ,gkubesbn@nsu.edu
5732-0538-9768-3371,373,11,2023,Master ,rwhickmanc8@nsu.edu
5662-5035-3599-5226,618,3,2023,Master ,mkringe12@nsu.edu
5118-1571-9543-0496,928,9,2029,Master ,bcorradino2c@nsu.edu
5730-7962-8076-1377,332,10,2025,Master ,lcully3l@nsu.edu
5283-3654-5285-6996,755,8,2029,Master ,vgemelli4e@nsu.edu
5683-9449-1336-7316,304,4,2023,Master ,spurkissaf@nsu.edu
5738-2502-5387-8233,166,9,2025,Master ,lcutting5@nsu.edu
5754-3999-3324-8924,505,3,2026,Master ,abloschkegl@nsu.edu
5621-4024-4742-6645,758,9,2031,Master ,hlipyeatjn@nsu.edu
5432-3976-3365-3080,444,11,2028,Master ,ecortingq@nsu.edu
5534-1958-8986-0016,806,1,2026,Master ,spinwillhg@nsu.edu
5391-3453-5853-6301,315,1,2025,Master ,acastelliji@nsu.edu
5962-8592-1523-8353,48,11,2024,Master ,rswanbournemn@nsu.edu
5600-3898-5439-4319,557,4,2024,Master ,lmapis1x@nsu.edu
5309-0984-3607-8587,402,1,2023,Master ,ttorril2@nsu.edu
5795-0230-9493-9225,484,11,2030,Master ,redie1s@nsu.edu
5108-7875-3268-0751,582,12,2032,Master ,mgitsham4k@nsu.edu
5996-2826-6080-9669,43,3,2031,Master ,gwerendellez@nsu.edu
5651-9681-9086-5749,998,10,2024,Master ,dpeyntueqp@nsu.edu
5682-7175-9013-7199,797,9,2024,Master ,jmclellan9@nsu.edu
5889-4992-2238-6009,190,9,2030,Master ,gheritya3@nsu.edu
5593-0436-6653-3815,471,7,2031,Master ,smenlowjx@nsu.edu
5307-4342-7758-4207,992,4,2031,Master ,bqueenni@nsu.edu
5136-7806-2151-6616,778,9,2028,Master ,uwoganqn@nsu.edu
5681-0532-8667-0415,137,5,2032,Master ,rdeniseau93@nsu.edu
5170-2853-1915-0309,398,7,2025,Master ,gbalas91@nsu.edu
5265-6122-1688-7274,75,3,2030,Master ,fmcaviyjz@nsu.edu
5213-3671-7908-4995,530,5,2030,Master ,gfforde16@nsu.edu
5401-5644-7051-8572,621,10,2024,Master ,ceskrick3h@nsu.edu
5836-2473-7632-9223,912,11,2023,Master ,dmcgeachie7y@nsu.edu
5348-9371-6744-4382,250,11,2025,Master ,vcrix93@nsu.edu
5863-2708-0507-8826,497,11,2027,Master ,wcrannaau@nsu.edu
5604-1329-7823-9251,536,12,2031,Master ,gghidellijb@nsu.edu
5631-5237-1067-8533,106,1,2025,Master ,pmacrinnkt@nsu.edu
5401-8381-0958-4734,651,3,2026,Master ,mcapron7d@nsu.edu
5157-3876-7485-5715,858,5,2025,Master ,ebradderlw@nsu.edu
5468-9691-3087-0465,54,5,2030,Master ,ohardsonn3@nsu.edu
5837-4398-5214-9925,144,7,2026,Master ,tdykesd@nsu.edu
5216-2077-8746-9859,435,2,2029,Master ,npuckette@nsu.edu
5922-5684-7676-0270,717,12,2025,Master ,kmoncreifff2@nsu.edu
5573-7024-9740-7338,769,3,2027,Master ,bschoffelh5@nsu.edu
5145-1354-0485-7881,693,7,2024,Master ,mswalwel9b@nsu.edu
5734-6509-5782-8189,360,10,2032,Master ,daburrowbn@nsu.edu
5690-7006-0683-5142,621,1,2026,Master ,gallwarddm@nsu.edu
5699-7733-3781-7532,430,11,2027,Master ,abockeec@nsu.edu
5101-1896-4411-7191,938,6,2024,Master ,rbastonemx@nsu.edu
5300-9499-7341-4990,609,11,2027,Master ,rraweso7@nsu.edu
5190-4083-1474-9818,581,5,2024,Master ,sbarwello9@nsu.edu
5120-7739-8916-5354,772,11,2032,Master ,egaffeym@nsu.edu
5191-3956-5697-5882,576,4,2029,Master ,tallewell9x@nsu.edu
5116-3933-3498-2491,78,10,2029,Master ,zschoenrockb3@nsu.edu
5934-2567-5918-6879,12,1,2032,Master ,hivakhin9i@nsu.edu
5206-2047-4571-5985,317,5,2024,Master ,phew2q@nsu.edu
5404-6111-1368-5207,297,1,2032,Master ,rdevaan2s@nsu.edu
5718-9617-8372-6423,518,2,2024,Master ,focoskerry8s@nsu.edu
5649-1868-1009-4300,500,11,2023,Master ,slarrawaybn@nsu.edu
5383-6695-8988-8847,306,7,2025,Master ,rlevicountdl@nsu.edu
5226-4832-9413-5669,124,7,2032,Master ,gbuncomke@nsu.edu
5155-4382-9153-0797,732,4,2030,Master ,csamudiolc@nsu.edu
5158-5910-5859-5559,84,11,2027,Master ,jnorquay39@nsu.edu
5172-0507-6162-3965,662,12,2031,Master ,cevans4t@nsu.edu
5615-7160-7064-8857,964,4,2023,Master ,dbussy7p@nsu.edu
5422-2699-1673-6468,656,1,2025,Master ,ogoulborn88@nsu.edu
5958-4808-4865-2658,997,8,2032,Master ,etolchardeap@nsu.edu
5149-7434-6083-5861,243,2,2023,Master ,kfeeney30@nsu.edu
5147-3973-0915-8280,328,8,2030,Master ,gambrosch35@nsu.edu
5214-8949-4570-8347,243,9,2024,Master ,hjedras68@nsu.edu
5194-2745-5278-7086,548,11,2031,Master ,ghandsoy@nsu.edu
5909-1858-9734-6323,28,10,2029,Master ,mharbord54@nsu.edu
5749-8354-2515-9881,400,11,2030,Master ,rludlamme5o@nsu.edu
5663-0294-4720-4969,273,7,2028,Master ,fpulley6i@nsu.edu
5022-1229-1408-1751,666,5,2024,Master ,hbarghbl@nsu.edu
5028-0633-1176-7788,950,4,2024,Master ,rmcallanhq@nsu.edu
5410-3935-7294-6612,570,9,2031,Master ,lphelanii@nsu.edu
5064-0251-3258-9056,91,4,2030,Master ,aaristidejc@nsu.edu
5254-5783-3128-8839,295,11,2030,Master ,tbleazardjy@nsu.edu
5680-5654-2970-2305,741,3,2026,Master ,wbowlesmf@nsu.edu
5475-2327-7366-3151,629,11,2024,Master ,agatus22@nsu.edu
5529-1346-3352-2781,176,1,2027,Master ,mwalkey4v@nsu.edu
5564-4790-4456-3432,949,10,2031,Master ,dmetson15@nsu.edu
5656-3396-4040-1230,215,12,2027,Master ,gbealar@nsu.edu
5449-6640-2935-6623,455,10,2028,Master ,rmacgilmartinat@nsu.edu
5322-3635-3947-4231,600,3,2026,Master ,lbuttrickpr@nsu.edu
5151-8781-7567-1630,413,8,2025,Master ,lbrockherst6r@nsu.edu
5789-7282-9369-3967,484,5,2026,Master ,jpartnerct@nsu.edu
5686-7575-1892-8140,890,9,2026,Master ,dvasyushkhinea@nsu.edu
5937-0771-6207-5566,46,8,2025,Master ,wlittlewoodom@nsu.edu
5766-4558-7759-6499,359,6,2031,Master ,zclemoes1m@nsu.edu
5856-4789-3905-4253,946,12,2029,Master ,lcrockford4q@nsu.edu
5353-8083-5229-3155,160,3,2029,Master ,rpikesley7h@nsu.edu
5286-2042-5188-6796,806,2,2023,Master ,amoizer8w@nsu.edu
5701-9429-0104-9347,317,4,2023,Master ,jwooderson5q@nsu.edu
5972-7028-3404-7682,30,9,2030,Master ,amoggan70@nsu.edu
5737-7740-1360-9104,620,12,2031,Master ,mfairhamf0@nsu.edu
5496-4547-8073-8439,853,9,2028,Master ,iciobotarujm@nsu.edu
5509-5920-8902-5979,604,9,2026,Master ,ssextonekt@nsu.edu
5072-7413-0137-7584,797,2,2027,Master ,lfennak@nsu.edu
5354-5613-4695-4923,690,6,2029,Master ,msawday22@nsu.edu
5690-9876-7915-7259,335,1,2024,Master ,lnoden2p@nsu.edu
5116-6758-1394-7970,481,11,2028,Master ,mmckinstry4v@nsu.edu
5801-7946-1030-4211,604,9,2031,Master ,hyurocjhinbk@nsu.edu
5166-9155-3342-9962,913,8,2030,Master ,lmcgaughayrq@nsu.edu
5808-6393-5968-2628,474,11,2032,Master ,aendon1o@nsu.edu
5481-9556-2716-7110,490,3,2027,Master ,womara8l@nsu.edu
5698-1346-4026-7492,530,12,2026,Master ,ktristramak@nsu.edu
5430-5999-4117-2006,24,7,2027,Master ,mkittley1c@nsu.edu
5841-1354-4331-5731,920,2,2024,Master ,syerbury8y@nsu.edu
5479-1421-2093-9935,535,3,2024,Master ,khaglintona1@nsu.edu
5591-7334-0084-5563,255,7,2029,Master ,amuatcx@nsu.edu
5055-2100-2998-8724,714,2,2032,Master ,dtelegaib@nsu.edu
5738-8602-4511-8889,768,3,2027,Master ,hhardesty5@nsu.edu
5123-0799-8632-2106,98,11,2027,Master ,olouis1t@nsu.edu
5317-6329-2165-1101,383,6,2030,Master ,thaggardar@nsu.edu
5156-1048-0497-0023,615,3,2029,Master ,nfazackerley2a@nsu.edu
5394-8881-8983-9112,12,5,2023,Master ,sfurmston2k@nsu.edu
5633-2150-8766-7452,700,10,2030,Master ,jthwaite4l@nsu.edu
5322-0460-2404-7959,841,7,2023,Master ,bollerhead6v@nsu.edu
5810-6478-6170-3678,57,4,2025,Master ,eangelod3@nsu.edu
5731-8159-3685-0935,426,9,2024,Master ,chazeldeankg@nsu.edu
5048-2381-9674-9663,214,3,2023,Master ,ssorleyn9@nsu.edu
5698-5864-3412-8446,544,3,2028,Master ,tplaisterny@nsu.edu
5301-4927-7244-0386,593,7,2031,Master ,lchatin6y@nsu.edu
5480-5957-6758-3188,82,1,2031,Master ,ikennerknechtce@nsu.edu
5962-8649-7085-3159,232,9,2032,Master ,plucianohn@nsu.edu
5097-2686-8804-4784,803,8,2027,Master ,skarliklp@nsu.edu
5257-5743-2775-5621,48,7,2023,Master ,ctreskemw@nsu.edu
5004-4193-3331-1540,731,10,2032,Master ,vladbury5b@nsu.edu
5321-6110-1174-1248,563,5,2030,Master ,lfiggera6@nsu.edu
5485-6157-4951-5044,836,11,2029,Master ,jkittel3d@nsu.edu
5241-0654-7374-6276,531,7,2030,Master ,crizzillo6g@nsu.edu
5473-6227-1324-9288,168,8,2023,Master ,twhiteareq@nsu.edu
5023-4056-6146-8111,507,3,2027,Master ,divantsovgz@nsu.edu
5118-5035-9128-5656,887,1,2023,Master ,ameganyhn@nsu.edu
5408-4744-0327-0928,738,10,2024,Master ,ielecumku@nsu.edu
5619-5684-8720-9591,48,3,2028,Master ,awardernz@nsu.edu
5358-1565-1238-6422,125,11,2028,Master ,abeedomo8@nsu.edu
5324-1280-1515-9921,677,5,2027,Master ,agomer8h@nsu.edu
5330-7861-7870-3840,972,12,2023,Master ,egullyhv@nsu.edu
5617-3600-1069-7281,542,9,2028,Master ,gbunyanoj@nsu.edu
5262-7313-8085-0001,885,3,2031,Master ,hcrusq6@nsu.edu
5289-9111-5764-0151,788,10,2030,Master ,fdickmanr5@nsu.edu
5975-0510-9652-4472,970,2,2029,Master ,kstellman3d@nsu.edu
5355-6380-2991-0387,115,1,2032,Master ,dsandham5p@nsu.edu
5910-5064-2681-2855,463,5,2025,Master ,bmaclaverty2v@nsu.edu
5864-9478-3535-5328,233,11,2030,Master ,ksnoddy38@nsu.edu
5089-5745-5128-4095,26,2,2029,Master ,wspadelli8j@nsu.edu
5804-4224-3804-7684,365,10,2024,Master ,echristofides8n@nsu.edu
5817-2036-0305-4788,917,5,2026,Master ,ihannondki@nsu.edu
