gdruce2z@nsu.edu,fstodartdu@nsu.edu,329,Worth the Money
kfeeney30@nsu.edu,gescalanteg4@nsu.edu,186,Bad
ksnoddy38@nsu.edu,gmackall4z@nsu.edu,83,Worth the Money
ccellier31@nsu.edu,gmackall4z@nsu.edu,236,Moderate
icabbell32@nsu.edu,fthunder1p@webs.com,119,Bad
dgrogona33@nsu.edu,fjacquemypl@nsu.edu,316,Worth the Money
mstapele34@nsu.edu,edionisiih1@nsu.edu,34,Good
gambrosch35@nsu.edu,lcootesj9@nsu.edu,223,Bad
afidilis36@nsu.edu,mashling8s@nsu.edu,70,Good
pboundey37@nsu.edu,ccolteneh@nsu.edu,369,Worth the Money
ksnoddy38@nsu.edu,bparkenl7@nsu.edu,231,Good
sbouzek39@nsu.edu,itompkinson28@pcworld.com,373,Bad
gleddie3a@nsu.edu,lcuffehv@nsu.edu,168,Good
dlepick3b@nsu.edu,vrissonh@nsu.edu,259,Good
atorrejon3c@nsu.edu,dabelson7x@nsu.edu,363,Bad
jkittel3d@nsu.edu,jberntjd@nsu.edu,72,Worth the Money
sshewry3e@nsu.edu,ituppm2@nsu.edu,175,Moderate
ljoannic3f@nsu.edu,vconquest69@nsu.edu,371,Good
fscowcroft3g@nsu.edu,ebullardig@nsu.edu,291,Bad
vizaac3w@nsu.edu,mromayniq@nsu.edu,261,Bad
heastcott3o@nsu.edu,mromayniq@nsu.edu,200,Worth the Money
mdrache3p@nsu.edu,fcapronqr@nsu.edu,48,Bad
cvasichev3q@nsu.edu,lmcmanusmc@nsu.edu,240,Moderate
ashutt3r@nsu.edu,lthornberbk@nsu.edu,600,Worth the Money
fmcall42@nsu.edu,elyfecx@nsu.edu,75,Bad
msprackling43@nsu.edu,adebellis2@mit.edu,59,Bad
mgudeman44@nsu.edu,rbuchankl@nsu.edu,249,Bad
jtestro45@nsu.edu,abithellon@nsu.edu,391,Bad
mreeves46@nsu.edu,cdiffley5w@nsu.edu,167,Moderate
rkorneev47@nsu.edu,nscougallba@nsu.edu,176,Moderate
tkorting48@nsu.edu,naspcu@nsu.edu,282,Moderate
rwomack49@nsu.edu,dairthno@nsu.edu,319,Bad
atythacott4a@nsu.edu,jthwaite4l@nsu.edu,184,Moderate
tevangelinos4b@nsu.edu,ebromagei6@nsu.edu,44,Good
fleere4c@nsu.edu,mtuxell5t@nsu.edu,229,Bad
kbouzek4d@nsu.edu,cjedrzejewskypo@nsu.edu,345,Moderate
tizzatt4e@nsu.edu,hjehaes86@nsu.edu,209,Moderate
pslidders4f@nsu.edu,jkruszelnickik3@nsu.edu,312,Worth the Money
pnetley4n@nsu.edu,oflahiveif@nsu.edu,55,Worth the Money
anassau4p@nsu.edu,oflahiveif@nsu.edu,245,Worth the Money
agoly4g@nsu.edu,oflahiveif@nsu.edu,90,Moderate
cthumann4h@nsu.edu,kbennike0@merriam-webster.com,330,Moderate
rmcwhin4i@nsu.edu,ikneesha3v@nsu.edu,222,Worth the Money
gdowtry4j@nsu.edu,cdutnallr1@nsu.edu,53,Worth the Money
tinch4k@nsu.edu,hcapellee6@nsu.edu,237,Worth the Money
jthwaite4l@nsu.edu,hreavellhk@nsu.edu,294,Bad
rmessham4m@nsu.edu,gdignall3j@nsu.edu,177,Bad
pnetley4n@nsu.edu,cpennettalf@nsu.edu,131,Moderate
lbissill4o@nsu.edu,ahaskerjg@nsu.edu,123,Bad
anassau4p@nsu.edu,cdullardbp@nsu.edu,350,Bad
toseland4q@nsu.edu,cfridpm@nsu.edu,337,Moderate
feeles4r@nsu.edu,mamymo@nsu.edu,16,Moderate
ddimeo53@nsu.edu,gpendry79@nsu.edu,169,Moderate
mgeorgi5b@nsu.edu,kwilcockesfx@nsu.edu,338,Bad
dclearie54@nsu.edu,kwilcockesfx@nsu.edu,382,Moderate
mriddler55@nsu.edu,slittledike1a@dyndns.org,254,Good
cklyner56@nsu.edu,tpollock7j@nsu.edu,113,Bad
zmegroff57@nsu.edu,rdellenbroker6c@nsu.edu,69,Worth the Money
cjaquiss58@nsu.edu,mbernasekrm@nsu.edu,5,Bad
garmer59@nsu.edu,hbintonme@nsu.edu,136,Worth the Money
scribbin5a@nsu.edu,acazindy@nsu.edu,2,Moderate
dclearie54@nsu.edu,tlinebargerh@flickr.com,278,Worth the Money
ajeffs51@nsu.edu,tlinebargerh@flickr.com,15,Bad
mgeorgi5b@nsu.edu,tlinebargerh@flickr.com,1,Moderate
kgedney5c@nsu.edu,jtestro45@nsu.edu,183,Bad
jponting5d@nsu.edu,ltortispi@nsu.edu,17,Moderate
mriddler55@nsu.edu,wfranzenct@nsu.edu,262,Bad
garmer59@nsu.edu,wfranzenct@nsu.edu,180,Moderate
meddington5e@nsu.edu,wfranzenct@nsu.edu,204,Bad
landrysek5f@nsu.edu,ecortingq@nsu.edu,96,Good
kbouzek4d@nsu.edu,dmccritchiej3@nsu.edu,729,Good
tizzatt4e@nsu.edu,ghalvorsen95@nsu.edu,732,Good
pslidders4f@nsu.edu,ghalvorsen95@nsu.edu,735,Good
pnetley4n@nsu.edu,predittjv@nsu.edu,738,Bad
anassau4p@nsu.edu,dnaughton9f@nsu.edu,741,Good
agoly4g@nsu.edu,rpointn@globo.com,744,Good
cthumann4h@nsu.edu,wspadelli8j@nsu.edu,747,Bad
rmcwhin4i@nsu.edu,wspadelli8j@nsu.edu,750,Bad
gdowtry4j@nsu.edu,gdowtry4j@nsu.edu,753,Good
tinch4k@nsu.edu,clelievre1q@spiegel.de,756,Worth the Money
jthwaite4l@nsu.edu,jspraggon8f@nsu.edu,759,Bad
rmessham4m@nsu.edu,jkasman1i@histats.com,762,Good
pnetley4n@nsu.edu,spinwillhg@nsu.edu,765,Moderate
lbissill4o@nsu.edu,cmaxted8c@nsu.edu,768,Moderate
anassau4p@nsu.edu,kfeeney30@nsu.edu,771,Moderate
toseland4q@nsu.edu,dcordeniw@nsu.edu,774,Moderate
feeles4r@nsu.edu,cosgar8u@nsu.edu,777,Moderate
tbice4s@nsu.edu,ldickinsbh@nsu.edu,780,Moderate
hgoolden4t@nsu.edu,bdeavenell7o@nsu.edu,783,Worth the Money
myork4u@nsu.edu,amaccathayam@nsu.edu,786,Good
ghankey4v@nsu.edu,bstrangeri3@nsu.edu,789,Bad
jcory4w@nsu.edu,bbartkowiak6t@nsu.edu,792,Bad
etroy4x@nsu.edu,amarkosn0@nsu.edu,795,Worth the Money
lundrill4y@nsu.edu,cmcpolindw@nsu.edu,798,Worth the Money
gmackall4z@nsu.edu,dbrinkworth7i@nsu.edu,801,Worth the Money
myacob50@nsu.edu,tappleton2n@delicious.com,804,Bad
ajeffs51@nsu.edu,gcordall73@nsu.edu,807,Moderate
olief52@nsu.edu,dbarrowcloughlz@nsu.edu,810,Moderate
ddimeo53@nsu.edu,nheckjx@nsu.edu,813,Worth the Money
mgeorgi5b@nsu.edu,bspottiswoodhm@nsu.edu,816,Moderate
dclearie54@nsu.edu,gmosconegr@nsu.edu,819,Good
mriddler55@nsu.edu,akelby20@drupal.org,822,Bad
cklyner56@nsu.edu,lbyrdgk@nsu.edu,825,Moderate
zmegroff57@nsu.edu,mlempertz10@yandex.ru,828,Worth the Money
cjaquiss58@nsu.edu,zcowl7l@nsu.edu,831,Worth the Money
garmer59@nsu.edu,asimonsen7z@nsu.edu,834,Worth the Money
scribbin5a@nsu.edu,pslidders4f@nsu.edu,837,Worth the Money
dclearie54@nsu.edu,awillderjq@nsu.edu,840,Good
ajeffs51@nsu.edu,avenablesi@salon.com,843,Worth the Money
mgeorgi5b@nsu.edu,cmcallof@nsu.edu,846,Good
kgedney5c@nsu.edu,lsekulla8w@nsu.edu,849,Bad
jponting5d@nsu.edu,atorrejon3c@nsu.edu,852,Bad
mriddler55@nsu.edu,hmccurts@vinaora.com,855,Moderate
garmer59@nsu.edu,alillecrop1u@about.com,858,Bad
meddington5e@nsu.edu,ofumagalliqv@nsu.edu,861,Bad
landrysek5f@nsu.edu,wsemechikci@nsu.edu,864,Worth the Money
dclearie54@nsu.edu,ttremollet2t@nsu.edu,867,Moderate
mreeves46@nsu.edu,srubinivitzlu@nsu.edu,870,Bad
rkorneev47@nsu.edu,ascohiergc@nsu.edu,873,Good
tkorting48@nsu.edu,ihannondki@nsu.edu,876,Worth the Money
rwomack49@nsu.edu,avirr66@nsu.edu,879,Worth the Money
atythacott4a@nsu.edu,dgoodenoughgs@nsu.edu,882,Moderate
tevangelinos4b@nsu.edu,rscampm5@nsu.edu,885,Moderate
fleere4c@nsu.edu,kkiesselhe@nsu.edu,888,Worth the Money
kbouzek4d@nsu.edu,tkorting48@nsu.edu,891,Worth the Money
tizzatt4e@nsu.edu,mbuesdennk@nsu.edu,894,Moderate
pslidders4f@nsu.edu,rcayton5r@nsu.edu,897,Worth the Money
pnetley4n@nsu.edu,selliker1v@ibm.com,900,Moderate
anassau4p@nsu.edu,rstanwixm3@nsu.edu,903,Good
agoly4g@nsu.edu,ehaspineallfb@nsu.edu,906,Bad
cthumann4h@nsu.edu,onewlindl@nsu.edu,909,Good
rmcwhin4i@nsu.edu,gdeblaseer@nsu.edu,912,Worth the Money
gdowtry4j@nsu.edu,vcawr7@nsu.edu,915,Good
tinch4k@nsu.edu,glibbie7q@nsu.edu,918,Good
jthwaite4l@nsu.edu,glibbie7q@nsu.edu,921,Worth the Money
rmessham4m@nsu.edu,glibbie7q@nsu.edu,924,Good
pnetley4n@nsu.edu,emillhill6q@nsu.edu,927,Bad
lbissill4o@nsu.edu,iciobotarujm@nsu.edu,930,Good
anassau4p@nsu.edu,mfairhamf0@nsu.edu,933,Bad
toseland4q@nsu.edu,gnorecb@nsu.edu,936,Good
feeles4r@nsu.edu,rgoulbornegn@nsu.edu,939,Good
tbice4s@nsu.edu,bspencleyka@nsu.edu,942,Moderate
hgoolden4t@nsu.edu,hleroy7s@nsu.edu,945,Worth the Money
myork4u@nsu.edu,dbrigstocko2@nsu.edu,948,Worth the Money
ghankey4v@nsu.edu,nlarhamap@nsu.edu,951,Worth the Money
jcory4w@nsu.edu,mcrumlyfk@nsu.edu,954,Worth the Money
etroy4x@nsu.edu,jcarvil9@economist.com,957,Bad
lundrill4y@nsu.edu,jcarvil9@economist.com,960,Bad
gmackall4z@nsu.edu,jboultwoodre@nsu.edu,963,Moderate
myacob50@nsu.edu,jcory4w@nsu.edu,966,Worth the Money
ajeffs51@nsu.edu,pkirklandrq@nsu.edu,969,Moderate
olief52@nsu.edu,rkorneichikbg@nsu.edu,972,Worth the Money
ddimeo53@nsu.edu,aforsythay@nsu.edu,975,Good
mgeorgi5b@nsu.edu,kperle7k@nsu.edu,978,Moderate
dclearie54@nsu.edu,cpaulone4@nsu.edu,981,Good
mriddler55@nsu.edu,solooneybx@nsu.edu,984,Worth the Money
cklyner56@nsu.edu,tdairtonp8@nsu.edu,987,Moderate
zmegroff57@nsu.edu,feeles4r@nsu.edu,990,Moderate
cjaquiss58@nsu.edu,bmaclaverty2v@nsu.edu,993,Bad
garmer59@nsu.edu,lstuddeard7r@nsu.edu,996,Bad
scribbin5a@nsu.edu,rburtwistler8@nsu.edu,999,Good
dclearie54@nsu.edu,cmabbsdt@nsu.edu,1002,Good
ajeffs51@nsu.edu,fdeans6l@nsu.edu,1005,Good
mgeorgi5b@nsu.edu,bmalbonee@nsu.edu,1008,Worth the Money
kgedney5c@nsu.edu,dbraffington7n@nsu.edu,1011,Good
jponting5d@nsu.edu,cgabeyeb@nsu.edu,1014,Bad
mriddler55@nsu.edu,dlawteye2@nsu.edu,1017,Worth the Money
garmer59@nsu.edu,mickowics63@nsu.edu,1020,Bad
meddington5e@nsu.edu,qricardoufm@nsu.edu,1023,Good
landrysek5f@nsu.edu,ogajownikly@nsu.edu,1026,Good
dclearie54@nsu.edu,oreppaportr0@nsu.edu,1029,Worth the Money
mreeves46@nsu.edu,ccaldeiropf@nsu.edu,1032,Moderate
rkorneev47@nsu.edu,kmusslewhitedp@nsu.edu,1035,Moderate
tkorting48@nsu.edu,dparlettkw@nsu.edu,1038,Worth the Money
rwomack49@nsu.edu,msprackling43@nsu.edu,1041,Moderate
atythacott4a@nsu.edu,tandino92@nsu.edu,1044,Bad
tevangelinos4b@nsu.edu,jwooderson5q@nsu.edu,1047,Moderate
fleere4c@nsu.edu,jgarrood8v@nsu.edu,1050,Worth the Money
kbouzek4d@nsu.edu,fstodartdu@nsu.edu,1053,Worth the Money
tizzatt4e@nsu.edu,gescalanteg4@nsu.edu,1056,Bad
pslidders4f@nsu.edu,gmackall4z@nsu.edu,1059,Worth the Money
pnetley4n@nsu.edu,gmackall4z@nsu.edu,1062,Moderate
anassau4p@nsu.edu,fthunder1p@webs.com,1065,Bad
agoly4g@nsu.edu,fjacquemypl@nsu.edu,1068,Worth the Money
cthumann4h@nsu.edu,edionisiih1@nsu.edu,1071,Good
rmcwhin4i@nsu.edu,lcootesj9@nsu.edu,1074,Bad
gdowtry4j@nsu.edu,mashling8s@nsu.edu,1077,Good
tinch4k@nsu.edu,ccolteneh@nsu.edu,1080,Worth the Money
jthwaite4l@nsu.edu,bparkenl7@nsu.edu,1083,Good
rmessham4m@nsu.edu,itompkinson28@pcworld.com,1086,Bad
pnetley4n@nsu.edu,lcuffehv@nsu.edu,1089,Good
lundrill4y@nsu.edu,rwomack49@nsu.edu,1122,Moderate
mriddler55@nsu.edu,lthornberbk@nsu.edu,1146,Worth the Money
cklyner56@nsu.edu,pstartehp@nsu.edu,1149,Moderate
landrysek5f@nsu.edu,abithellon@nsu.edu,1188,Bad
dclearie54@nsu.edu,cdiffley5w@nsu.edu,1191,Moderate
mreeves46@nsu.edu,nscougallba@nsu.edu,1194,Moderate
rkorneev47@nsu.edu,naspcu@nsu.edu,1197,Moderate
tkorting48@nsu.edu,dairthno@nsu.edu,1200,Bad
rwomack49@nsu.edu,jthwaite4l@nsu.edu,1203,Moderate
atythacott4a@nsu.edu,ebromagei6@nsu.edu,1206,Good
tevangelinos4b@nsu.edu,mtuxell5t@nsu.edu,1209,Bad
fleere4c@nsu.edu,cjedrzejewskypo@nsu.edu,1212,Moderate
kbouzek4d@nsu.edu,hjehaes86@nsu.edu,1215,Moderate
tizzatt4e@nsu.edu,jkruszelnickik3@nsu.edu,1218,Worth the Money
pslidders4f@nsu.edu,oflahiveif@nsu.edu,1221,Worth the Money
pnetley4n@nsu.edu,oflahiveif@nsu.edu,1224,Worth the Money
anassau4p@nsu.edu,oflahiveif@nsu.edu,1227,Moderate
agoly4g@nsu.edu,kbennike0@merriam-webster.com,1230,Moderate
cthumann4h@nsu.edu,ikneesha3v@nsu.edu,1233,Worth the Money
rmcwhin4i@nsu.edu,cdutnallr1@nsu.edu,1236,Worth the Money
gdowtry4j@nsu.edu,hcapellee6@nsu.edu,1239,Worth the Money
tinch4k@nsu.edu,hreavellhk@nsu.edu,1242,Bad
jthwaite4l@nsu.edu,gdignall3j@nsu.edu,1245,Bad
lundrill4y@nsu.edu,pbortolazziol@nsu.edu,1284,Worth the Money
gmackall4z@nsu.edu,zcornillibb@nsu.edu,1287,Bad
myacob50@nsu.edu,gearngycp@nsu.edu,1290,Good
ajeffs51@nsu.edu,tgettonei8@nsu.edu,1293,Moderate
olief52@nsu.edu,gpendry79@nsu.edu,1296,Moderate
ddimeo53@nsu.edu,kwilcockesfx@nsu.edu,1299,Bad
meddington5e@nsu.edu,ecortingq@nsu.edu,1347,Good
landrysek5f@nsu.edu,ecortingq@nsu.edu,1350,Moderate
dclearie54@nsu.edu,nrideoutmi@nsu.edu,1353,Good
mreeves46@nsu.edu,nrideoutmi@nsu.edu,1356,Moderate
rkorneev47@nsu.edu,ndutchburnel@nsu.edu,1359,Bad
tkorting48@nsu.edu,wlaurancegt@nsu.edu,1362,Worth the Money
rwomack49@nsu.edu,wlaurancegt@nsu.edu,1365,Moderate
atythacott4a@nsu.edu,wlaurancegt@nsu.edu,1368,Good
tevangelinos4b@nsu.edu,rdichee@adobe.com,1371,Worth the Money
fleere4c@nsu.edu,dmccritchiej3@nsu.edu,1374,Good
kbouzek4d@nsu.edu,ghalvorsen95@nsu.edu,1377,Good
tizzatt4e@nsu.edu,ghalvorsen95@nsu.edu,1380,Good
pslidders4f@nsu.edu,predittjv@nsu.edu,1383,Bad
pnetley4n@nsu.edu,dnaughton9f@nsu.edu,1386,Good
anassau4p@nsu.edu,rpointn@globo.com,1389,Good
agoly4g@nsu.edu,wspadelli8j@nsu.edu,1392,Bad
cthumann4h@nsu.edu,wspadelli8j@nsu.edu,1395,Bad
rmcwhin4i@nsu.edu,gdowtry4j@nsu.edu,1398,Good
gdowtry4j@nsu.edu,clelievre1q@spiegel.de,1401,Worth the Money
tinch4k@nsu.edu,jspraggon8f@nsu.edu,1404,Bad
jthwaite4l@nsu.edu,jkasman1i@histats.com,1407,Good
