jcory4w@nsu.edu,0011-4959-0,19535553,461180
pkirklandrq@nsu.edu,0011-4959-0,25249472,550148
rkorneichikbg@nsu.edu,0011-4959-0,58703085,895556
aforsythay@nsu.edu,0011-4959-0,77470014,304873
kperle7k@nsu.edu,0011-4959-0,38424261,203044
cpaulone4@nsu.edu,0011-4959-0,51317643,784982
solooneybx@nsu.edu,0011-4959-0,28901371,446075
tdairtonp8@nsu.edu,0011-4959-0,35358735,769447
feeles4r@nsu.edu,0011-4959-0,74422220,273792
bmaclaverty2v@nsu.edu,0011-4959-0,57019906,991910
lstuddeard7r@nsu.edu,0011-4959-0,66076629,84652
rburtwistler8@nsu.edu,0011-4959-0,23193347,337257
cmabbsdt@nsu.edu,0011-4959-0,17565072,600262
fdeans6l@nsu.edu,0011-4959-0,19227503,590815
bmalbonee@nsu.edu,0011-4959-0,64138851,154037
dbraffington7n@nsu.edu,0011-4959-0,95444292,113123
cgabeyeb@nsu.edu,0011-4959-0,25150607,835367
dlawteye2@nsu.edu,0011-4959-0,52547650,746375
mickowics63@nsu.edu,0011-4959-0,91921519,795332
qricardoufm@nsu.edu,0011-4959-0,57590924,685629
ogajownikly@nsu.edu,0011-4959-0,93831077,448209
oreppaportr0@nsu.edu,0011-4959-0,33857217,12499
ccaldeiropf@nsu.edu,0710-4743-1,76583268,803549
kmusslewhitedp@nsu.edu,0710-4743-1,15765782,476799
dparlettkw@nsu.edu,0710-4743-1,18253254,675285
msprackling43@nsu.edu,0710-4743-1,47718895,10608
tandino92@nsu.edu,0710-4743-1,80044302,462831
jwooderson5q@nsu.edu,0710-4743-1,86432367,402555
jgarrood8v@nsu.edu,0710-4743-1,63791992,476162
fstodartdu@nsu.edu,0710-4743-1,42438300,880025
gescalanteg4@nsu.edu,0710-4743-1,92062158,731425
gmackall4z@nsu.edu,0710-4743-1,54053868,323993
fthunder1p@webs.com,0710-4743-1,16168687,320383
fjacquemypl@nsu.edu,0710-4743-1,92310940,403084
edionisiih1@nsu.edu,0710-4743-1,84623717,421423
lcootesj9@nsu.edu,0710-4743-1,48437708,796095
mashling8s@nsu.edu,0710-4743-1,56315337,637825
ccolteneh@nsu.edu,0710-4743-1,55843654,95370
bparkenl7@nsu.edu,0710-4743-1,15302122,331206
itompkinson28@pcworld.com,0710-4743-1,32341196,938707
lcuffehv@nsu.edu,0710-4743-1,31603320,778084
vrissonh@nsu.edu,0710-4743-1,76248123,974211
dabelson7x@nsu.edu,0710-4743-1,85847210,247277
jberntjd@nsu.edu,0710-4743-1,65367928,257170
ituppm2@nsu.edu,0710-4743-1,22466777,654566
vconquest69@nsu.edu,0710-4743-1,15776383,723527
ebullardig@nsu.edu,0710-4743-1,34142773,330885
dgurge15@jimdo.com,0710-4743-1,86769953,298027
belfordb@yahoo.co.jp,0710-4743-1,60279015,794987
eorrick96@nsu.edu,0710-4743-1,64458467,602004
psarfat78@nsu.edu,0710-4743-1,71212838,797137
rwomack49@nsu.edu,0710-4743-1,41803696,41356
eovenden5y@nsu.edu,0710-4743-1,78241855,74217
whasnney2b@biblegateway.com,0710-4743-1,53617341,518786
mromayniq@nsu.edu,0710-4743-1,32674737,10001
fcapronqr@nsu.edu,0710-4743-1,57169785,316798
lmcmanusmc@nsu.edu,0710-4743-1,22272231,436863
lthornberbk@nsu.edu,0710-4743-1,79553917,450835
pstartehp@nsu.edu,0710-4743-1,43278664,410321
gechalieh4@nsu.edu,0710-4743-1,68118046,971057
eswanbourneq0@nsu.edu,0710-4743-1,95732862,932087
shaydones@nsu.edu,0710-4743-1,24069996,775441
lcicchinellib5@nsu.edu,0710-4743-1,31392793,256640
jjewettjh@nsu.edu,0710-4743-1,23473193,678592
rvanderhoeven9h@nsu.edu,0710-4743-1,25968916,588849
tizzatt4e@nsu.edu,0710-4743-1,16360340,467261
abartoszek16@reuters.com,0710-4743-1,34891252,950947
ctelezhking7@nsu.edu,0710-4743-1,49660436,370968
elyfecx@nsu.edu,0710-4743-1,56021997,257109
adebellis2@mit.edu,0710-4743-1,39881599,771733
rbuchankl@nsu.edu,0710-4743-1,11622189,15758
abithellon@nsu.edu,0710-4743-1,69855786,430385
cdiffley5w@nsu.edu,0710-4743-1,28372860,135722
nscougallba@nsu.edu,0710-4743-1,14540696,719864
naspcu@nsu.edu,0710-4743-1,33091975,228626
dairthno@nsu.edu,0710-4743-1,13634903,597313
jthwaite4l@nsu.edu,0710-4743-1,30918205,374710
ebromagei6@nsu.edu,0710-4743-1,70669910,789275
mtuxell5t@nsu.edu,0710-4743-1,45321186,783092
cjedrzejewskypo@nsu.edu,0710-4743-1,32212952,411893
hjehaes86@nsu.edu,0710-4743-1,69781335,911725
jkruszelnickik3@nsu.edu,0710-4743-1,89399789,297024
oflahiveif@nsu.edu,0710-4743-1,47841558,981483
kbennike0@merriam-webster.com,0710-4743-1,16197576,337218
ikneesha3v@nsu.edu,0710-4743-1,10183054,414065
cdutnallr1@nsu.edu,0710-4743-1,44290192,475806
hcapellee6@nsu.edu,0710-4743-1,56377370,403121
hreavellhk@nsu.edu,0710-4743-1,38247261,73673
gdignall3j@nsu.edu,0710-4743-1,79233507,84784
cpennettalf@nsu.edu,0710-4743-1,29321565,145615
ahaskerjg@nsu.edu,0710-4743-1,11592080,801212
cdullardbp@nsu.edu,0710-4743-1,27881669,721030
cfridpm@nsu.edu,0710-4743-1,85008511,143045
mamymo@nsu.edu,0710-4743-1,66789341,303035
pboundey37@nsu.edu,0710-4743-1,95987580,698476
eparmanpy@nsu.edu,0710-4743-1,26292267,975128
pclampettfg@nsu.edu,0710-4743-1,33246428,867048
bdenevehs@nsu.edu,0710-4743-1,15191620,191733
mbuddenqw@nsu.edu,0710-4743-1,65343173,440735
cceaser3h@nsu.edu,0710-4743-1,29217797,227808
strenamanhu@nsu.edu,0710-4743-1,10907469,249357
pbortolazziol@nsu.edu,0710-4743-1,41623212,608048
zcornillibb@nsu.edu,0710-4743-1,97352054,122892
gearngycp@nsu.edu,0710-4743-1,35843754,127259
tgettonei8@nsu.edu,0710-4743-1,13510285,752983
gpendry79@nsu.edu,0710-4743-1,81217629,464034
kwilcockesfx@nsu.edu,0710-4743-1,31704317,869876
slittledike1a@dyndns.org,0710-4743-1,26137124,80227
tpollock7j@nsu.edu,0710-4743-1,25182857,60218
rdellenbroker6c@nsu.edu,0710-4743-1,37259121,374858
mbernasekrm@nsu.edu,0710-4743-1,38725066,955787
hbintonme@nsu.edu,0710-4743-1,65757803,724890
acazindy@nsu.edu,0710-4743-1,72200777,292040
tlinebargerh@flickr.com,0710-4743-1,77029447,740325
jtestro45@nsu.edu,0710-4743-1,75752829,43850
ltortispi@nsu.edu,0710-4743-1,59705901,509659
wfranzenct@nsu.edu,0710-4743-1,56920170,974394
ecortingq@nsu.edu,0710-4743-1,72175247,660504
msigward5v@nsu.edu,0710-4743-1,78674497,870517
ltayspellhb@nsu.edu,0710-4743-1,61192935,311865
fleere4c@nsu.edu,0710-4743-1,77929168,926378
ubotfield11@state.gov,0710-4743-1,34026688,848763
dlepick3b@nsu.edu,1200-6837-0,33896204,54852
rwoofindeno1@nsu.edu,1200-6837-0,89527521,267754
ncoggerp5@nsu.edu,1200-6837-0,96116116,526554
deliassenqz@nsu.edu,1200-6837-0,42953230,194376
sgounel2h@amazon.co.jp,1200-6837-0,78495971,802628
lbaillie1d@mayoclinic.com,1200-6837-0,20498517,491759
myacob50@nsu.edu,1200-6837-0,65079464,811215
rofallon3u@nsu.edu,1200-6837-0,74609108,875200
gwerendellez@nsu.edu,1200-6837-0,90503616,381422
swonterql@nsu.edu,1200-6837-0,15939121,836964
schivrall6x@nsu.edu,1200-6837-0,59898843,555162
bthirtle65@nsu.edu,1200-6837-0,91522838,924453
kbramhallhd@nsu.edu,1200-6837-0,55697943,148527
hcostonrb@nsu.edu,1200-6837-0,86507752,333477
jwhisbyqk@nsu.edu,1200-6837-0,33060408,747459
gpitfieldpg@nsu.edu,1200-6837-0,91433925,561070
nwillishire6s@nsu.edu,1200-6837-0,56537647,943030
wucceli3y@nsu.edu,1200-6837-0,14271079,135344
smaricin@nsu.edu,1200-6837-0,92942658,739744
cwoolacottlv@nsu.edu,1200-6837-0,20593207,981481
irozzell5z@nsu.edu,1200-6837-0,33017067,936850
bfeatherstonegu@nsu.edu,1200-6837-0,24679617,584003
hivakhin9i@nsu.edu,1200-6837-0,10535381,187958
jmacclay9n@nsu.edu,1200-6837-0,81361253,870725
jfowle13@amazonaws.com,1200-6837-0,22306571,329474
kwinsorqe@nsu.edu,1200-6837-0,73832028,697626
abastoneoc@nsu.edu,1200-6837-0,46583252,789362
asheldrakeok@nsu.edu,1200-6837-0,55086333,917785
bpetrowskye9@nsu.edu,1200-6837-0,43141604,189834
lmacalorenc7@nsu.edu,1200-6837-0,87780123,804575
cdunstony@storify.com,1200-6837-0,43589594,944462
sjancaj@wikimedia.org,1200-6837-0,15342058,48684
bloughney1m@storify.com,1200-6837-0,35803858,868328
bjerratschpd@nsu.edu,1200-6837-0,12558110,417552
rmacfadzeanp0@nsu.edu,1200-6837-0,16270918,137789
pjenner6e@nsu.edu,1200-6837-0,96278926,54413
kjurczak1z@liveinternet.ru,1200-6837-0,46268663,180126
mfantonerp@nsu.edu,1200-6837-0,76967760,335819
ccaulket7u@nsu.edu,1200-6837-0,49248945,806302
jlush8q@nsu.edu,1200-6837-0,65640613,406133
sjeana8@nsu.edu,1200-6837-0,74372811,677090
cnesfieldnj@nsu.edu,1200-6837-0,19698306,196701
gmussilliev@nsu.edu,1200-6837-0,53996857,147248
gbealar@nsu.edu,1200-6837-0,24035477,739159
bcolliberq@alexa.com,1200-6837-0,24327977,209609
ctyttertonad@nsu.edu,1200-6837-0,68248031,337286
oleishman5g@nsu.edu,1200-6837-0,93163324,938833
sbelshamoa@nsu.edu,1200-6837-0,23482641,342591
cstritton5h@nsu.edu,1200-6837-0,15669946,405653
mlortzingew@nsu.edu,1200-6837-0,55483799,229408
ladlingtonal@nsu.edu,1200-6837-0,27391391,30801
mmessinghammw@nsu.edu,1200-6837-0,25334167,409045
mbentingn7@nsu.edu,1200-6837-0,70925644,948013
gmenegorl@nsu.edu,1200-6837-0,24728394,867201
itousy89@nsu.edu,1200-6837-0,48110589,697852
msporlew@unicef.org,1200-6837-0,11713118,666717
drussellao@nsu.edu,1200-6837-0,93612342,524184
rnassyl4@nsu.edu,1200-6837-0,33921294,295769
mshopcott6a@nsu.edu,1200-6837-0,46209060,216986
mderricoatfq@nsu.edu,1200-6837-0,51431228,435503
nbarrar2g@technorati.com,1200-6837-0,43324925,56424
jharse2o@tripod.com,1200-6837-0,23089215,675362
sboostmd@nsu.edu,1200-6837-0,14327160,526955
jscarfeou@nsu.edu,1200-6837-0,80643352,556257
glilliman64@nsu.edu,1200-6837-0,12748884,919617
mmacalasterdr@nsu.edu,1200-6837-0,73574104,270976
kdomanski9o@nsu.edu,1200-6837-0,97056246,272671
mbarrowsi7@nsu.edu,1200-6837-0,55656320,91069
gschultzeix@nsu.edu,1200-6837-0,24442037,865329
bcaplinnu@nsu.edu,1200-6837-0,61171354,946542
vfoynes2r@house.gov,1200-6837-0,33852114,409233
scribbin5a@nsu.edu,1200-6837-0,39419570,784183
avinkjk@nsu.edu,1200-6837-0,47348646,250454
ksaill6m@nsu.edu,1200-6837-0,45608556,9125
mlaxstondx@nsu.edu,1200-6837-0,67760800,142184
pranscome2j@newyorker.com,1200-6837-0,54056442,421557
sbarwello9@nsu.edu,1200-6837-0,36146845,580059
kmayb9@nsu.edu,1200-6837-0,28765350,41872
rglanvillenm@nsu.edu,1200-6837-0,55313459,292321
gwayeei@nsu.edu,1200-6837-0,62595474,513444
bmcquilty9s@nsu.edu,1200-6837-0,86145628,540339
rmalesm1@nsu.edu,1200-6837-0,46358683,178495
jbraidr@tumblr.com,1200-6837-0,26848921,933573
nturonepc@nsu.edu,1200-6837-0,43422332,712904
mjeffersqs@nsu.edu,1200-6837-0,21088771,513020
jketchn4@nsu.edu,1200-6837-0,84686914,943337
abattrick5k@nsu.edu,1200-6837-0,11841338,145358
dklebesbs@nsu.edu,1200-6837-0,31060329,936769
rlennardeen@nsu.edu,1200-6837-0,63943864,242763
gpaniman1w@yellowpages.com,1200-6837-0,51255860,467567
bwaterdrinker1l@state.tx.us,1200-6837-0,29517280,654080
sfussen8z@nsu.edu,1200-6837-0,63550023,935716
abeedomo8@nsu.edu,1200-6837-0,85503617,465892
lmckeeow@nsu.edu,1200-6837-0,62587855,311692
cdingivan99@nsu.edu,1200-6837-0,33675403,509441
jbullardh6@nsu.edu,1200-6837-0,19604544,502924
mmckelloch7a@nsu.edu,1200-6837-0,80863508,66329
rnelissen2c@techcrunch.com,1200-6837-0,78584731,394711
wdevorill6b@nsu.edu,1200-6837-0,51473073,471571
adegoeyr4@nsu.edu,1200-6837-0,79698222,844178
jgrelakcj@nsu.edu,1787-2826-5,87728457,386960
crizzillo6g@nsu.edu,1787-2826-5,89308118,527503
wgimenoo5@nsu.edu,1787-2826-5,34176463,377479
vclewarthf1@nsu.edu,1787-2826-5,70058424,409508
pgorbellpj@nsu.edu,1787-2826-5,82774147,324209
apfeiferi1@nsu.edu,1787-2826-5,28852548,559998
drubyq3@nsu.edu,1787-2826-5,49652047,321891
kricciardiellobf@nsu.edu,1787-2826-5,79999422,696535
wtopleya4@nsu.edu,1787-2826-5,61165660,16110
dnorcockl8@nsu.edu,1787-2826-5,21512620,274801
mlightollerk1@nsu.edu,1787-2826-5,79002073,605797
syarrowi5@nsu.edu,1787-2826-5,21449596,592444
bduggetms@nsu.edu,1787-2826-5,78877885,146729
dpeyntueqp@nsu.edu,1787-2826-5,16804922,510904
dcardonc1@nsu.edu,1787-2826-5,75770993,300735
wkermit8b@nsu.edu,1787-2826-5,91138100,683919
vchallin8@issuu.com,1787-2826-5,49784507,740175
scamellibm@nsu.edu,1787-2826-5,69139512,745389
shestroprg@nsu.edu,1787-2826-5,79118257,827134
dclearie54@nsu.edu,1787-2826-5,60356653,684974
omcevilly12@xing.com,1787-2826-5,68852932,429678
dthompsett24@domainmarket.com,1787-2826-5,39442738,589357
tmintoffpx@nsu.edu,1787-2826-5,80127648,535522
mesmonde9r@nsu.edu,1787-2826-5,47313294,372726
sasserg9@nsu.edu,1787-2826-5,20837193,469200
gnorley6r@nsu.edu,1787-2826-5,45181023,313225
nborlesshh@nsu.edu,1787-2826-5,10423306,104663
srowling81@nsu.edu,1787-2826-5,36931219,822361
cbagwellax@nsu.edu,1787-2826-5,89367520,536763
bstaubyndf@nsu.edu,1787-2826-5,38890071,989204
pmcchruiterlg@nsu.edu,1787-2826-5,79558280,477860
mtrathanhw@nsu.edu,1787-2826-5,54707442,212739
ohardsonn3@nsu.edu,1787-2826-5,75992380,294932
cgamlinpv@nsu.edu,1787-2826-5,30410171,133608
bhubbucke3k@nsu.edu,1787-2826-5,10854133,118165
rgrigoryevbu@nsu.edu,1787-2826-5,22967732,531886
lscrimshireae@nsu.edu,1787-2826-5,71738166,437708
wmcgarvaoh@nsu.edu,1787-2826-5,19955117,594338
elortzqt@nsu.edu,1787-2826-5,32448642,279658
ppellettt@linkedin.com,1787-2826-5,36687381,241179
rbathoejy@nsu.edu,1787-2826-5,49309659,258218
smcmennumh5@nsu.edu,1787-2826-5,44222383,301200
pscarisbrickmh@nsu.edu,1787-2826-5,73337061,125653
rdollenic@nsu.edu,1787-2826-5,97066077,621133
bluttypu@nsu.edu,1787-2826-5,70610594,396100
afoulghamit@nsu.edu,1787-2826-5,35463897,551637
greadettlb@nsu.edu,1787-2826-5,34547380,700697
fschellejf@nsu.edu,1787-2826-5,45311990,210521
imacgruerkc@nsu.edu,1787-2826-5,95112835,600069
ahamillqg@nsu.edu,1787-2826-5,29018760,298572
tmattekgo@nsu.edu,1787-2826-5,40097288,664299
habreyg5@nsu.edu,1787-2826-5,16965269,213347
mbellshamcd@nsu.edu,1787-2826-5,37047190,681375
kprantll6@nsu.edu,1787-2826-5,98545146,876629
gfotitto0@nsu.edu,1787-2826-5,89559481,564125
ghankey4v@nsu.edu,1787-2826-5,17244063,746498
gfulmenr9@nsu.edu,1787-2826-5,31692254,954137
qstewardq5@nsu.edu,1787-2826-5,18124181,128609
pmathouseda@nsu.edu,1787-2826-5,73440411,647225
emcteaguedk@nsu.edu,1787-2826-5,41829718,483846
ecritchellop@nsu.edu,1787-2826-5,54333694,394438
ebarukhjo@nsu.edu,1787-2826-5,82257197,734210
ogirardezjp@nsu.edu,1787-2826-5,96204582,882783
gallwarddm@nsu.edu,1787-2826-5,22516198,867663
fscowcroft3g@nsu.edu,1787-2826-5,12209568,645345
adallaway7c@nsu.edu,1787-2826-5,28447185,765196
agabbitasns@nsu.edu,1787-2826-5,81331945,63926
fwaylandj5@nsu.edu,1787-2826-5,32790164,372671
adaybornei9@nsu.edu,1787-2826-5,53026101,377326
gdiamentk6@nsu.edu,1787-2826-5,83622372,853754
lkissock9p@nsu.edu,1787-2826-5,37141173,547036
tbrowerca@nsu.edu,1787-2826-5,83108155,995953
mbamptongy@nsu.edu,1787-2826-5,67503090,55394
dantonionic0@nsu.edu,1787-2826-5,39884280,342978
etroy4x@nsu.edu,1787-2826-5,68027688,539576
sshark8p@nsu.edu,1787-2826-5,98203211,692626
crounsefell9w@nsu.edu,1787-2826-5,62584156,421217
ndeyeh2@nsu.edu,1787-2826-5,97850073,977591
cbebisnn@nsu.edu,1787-2826-5,57357860,672181
ayarddc@nsu.edu,1787-2826-5,97096509,501796
msomersetz@opera.com,1787-2826-5,22442370,566552
dnobeshj@nsu.edu,1787-2826-5,51274523,563233
eoleszczak9l@nsu.edu,1787-2826-5,68083160,944420
kruperted@nsu.edu,1787-2826-5,48394805,116489
tmorrottq9@nsu.edu,1787-2826-5,34728682,831570
jcaverhillld@nsu.edu,1787-2826-5,88713642,473753
adenisovoaz@nsu.edu,1787-2826-5,63733920,193076
npackfu@nsu.edu,1787-2826-5,64198165,258906
smcquorkellng@nsu.edu,1787-2826-5,89874174,468165
jcrippillea@nsu.edu,1787-2826-5,10139049,113758
swaiton2k@sourceforge.net,1787-2826-5,39080741,608852
lthackham2x@nsu.edu,1787-2826-5,32529803,685034
dburditt8t@nsu.edu,1787-2826-5,32258279,90514
chatzarpk@nsu.edu,1787-2826-5,64127276,596576
lmingardi5u@nsu.edu,1787-2826-5,39496995,190872
gdelahayea@hud.gov,1787-2826-5,27143799,583499
blucio41@nsu.edu,1787-2826-5,47001521,749248
cgiacomucciqf@nsu.edu,1787-2826-5,47875517,502636
jtukesbygp@nsu.edu,1787-2826-5,52872894,229076
drembrandtjt@nsu.edu,1787-2826-5,57853840,358150
tdolanli@nsu.edu,2301-7752-2,23687178,148885
gmcarte6f@nsu.edu,2301-7752-2,97921630,916120
hhehll3@nsu.edu,2301-7752-2,27187050,349447
mhextog@nsu.edu,2301-7752-2,26828268,762225
eshawlag@nsu.edu,2301-7752-2,48292326,496776
gbulwardqi@nsu.edu,2301-7752-2,83236257,279470
npickinfo@nsu.edu,2301-7752-2,66627613,218151
rlefriec62@nsu.edu,2301-7752-2,79575421,175542
gleddie3a@nsu.edu,2301-7752-2,48610311,586669
afidilis36@nsu.edu,2301-7752-2,17817077,716796
zmegroff57@nsu.edu,2301-7752-2,97021350,336587
astudholmer6@nsu.edu,2301-7752-2,10772817,972046
munderhill9e@nsu.edu,2301-7752-2,21703838,304995
gperrett7h@nsu.edu,2301-7752-2,32180473,779103
jjelkesco@nsu.edu,2301-7752-2,59336951,147452
gorrillx@apple.com,2301-7752-2,59799517,431242
keverett6n@nsu.edu,2301-7752-2,16924903,368320
balenove1@nsu.edu,2301-7752-2,82713143,645786
ljohannessonqm@nsu.edu,2301-7752-2,61268683,719784
ameganyhn@nsu.edu,2301-7752-2,95829652,49780
mlisleai@nsu.edu,2301-7752-2,26718042,277219
gambrosch35@nsu.edu,2301-7752-2,88735020,458075
fchiesek@360.cn,2301-7752-2,58809020,469313
eolyfatef@nsu.edu,2301-7752-2,44793730,268443
jaclandg1@nsu.edu,2301-7752-2,87128245,293842
mmalimhf@nsu.edu,2301-7752-2,55840461,505321
tchastagnierii@nsu.edu,2301-7752-2,80765737,216256
spenquetpq@nsu.edu,2301-7752-2,22614940,468747
kfaint5s@nsu.edu,2301-7752-2,16315696,823229
rkoenenh7@nsu.edu,2301-7752-2,43391207,293903
jstiegersfs@nsu.edu,2301-7752-2,37511372,390174
zstrodder8d@nsu.edu,2301-7752-2,63278040,257375
mdearlepalserri@nsu.edu,2301-7752-2,54697555,66838
cjaquiss58@nsu.edu,2301-7752-2,97059703,680256
kdableja@nsu.edu,2301-7752-2,57641143,248608
lbissill4o@nsu.edu,2301-7752-2,90606865,885867
rickeringillrj@nsu.edu,2301-7752-2,56622245,563807
gmustard83@nsu.edu,2301-7752-2,73679837,219688
bbackshq@nsu.edu,2301-7752-2,96245891,754322
aitzchakinf@nsu.edu,2301-7752-2,74946838,84493
pdesaurk7@nsu.edu,2301-7752-2,97864183,819610
sghidoniko@nsu.edu,2301-7752-2,53166239,219229
smatussevichh3@nsu.edu,2301-7752-2,89985474,571175
bscriven8m@nsu.edu,2301-7752-2,66986081,22653
ckenion7y@nsu.edu,2301-7752-2,59215562,760390
eodonohuenx@nsu.edu,2301-7752-2,29186960,159072
mlabrow6u@nsu.edu,2301-7752-2,11224730,443127
ldmitrievskira@nsu.edu,2301-7752-2,97669345,617044
jbaggfp@nsu.edu,2301-7752-2,67666953,564863
gtrundlek9@nsu.edu,2301-7752-2,33114893,98313
wbossom7t@nsu.edu,2301-7752-2,42383847,626007
mtuftgd@nsu.edu,2301-7752-2,50940472,910183
ldailyrh@nsu.edu,2301-7752-2,44694414,14651
agislebert84@nsu.edu,2301-7752-2,71978159,295965
abrodie9b@nsu.edu,2301-7752-2,12941313,137011
sblofieldke@nsu.edu,2301-7752-2,43154111,201805
jgiffonf@github.io,2301-7752-2,12371873,502937
pbelderfieldcc@nsu.edu,2301-7752-2,84148083,837791
bmathy7@discovery.com,2301-7752-2,36030215,155904
caskiek0@nsu.edu,2301-7752-2,29044533,973532
belsmor2l@epa.gov,2301-7752-2,53992063,421810
msmorfit80@nsu.edu,2301-7752-2,99161783,581266
gwaddingtonah@nsu.edu,2301-7752-2,26025625,644035
sslyfordpz@nsu.edu,2301-7752-2,97586082,609600
dhawtrymt@nsu.edu,2301-7752-2,54404592,926621
awardernz@nsu.edu,2301-7752-2,51990533,213923
rjirekot@nsu.edu,2301-7752-2,35629862,36796
jbulloughna@nsu.edu,2301-7752-2,61019144,220660
hgoolden4t@nsu.edu,2301-7752-2,76127459,48832
adawdry76@nsu.edu,2301-7752-2,83205420,669425
tcoulman60@nsu.edu,2301-7752-2,31590099,2227
mbidwellc3@nsu.edu,2301-7752-2,30237644,695180
ctolmienr@nsu.edu,2301-7752-2,14585541,351937
rlammertdd@nsu.edu,2301-7752-2,53030807,226393
gbalas91@nsu.edu,2301-7752-2,85129883,373705
cdavinet6d@nsu.edu,2301-7752-2,52258864,146122
szannini5x@nsu.edu,2301-7752-2,44831183,832158
jponting5d@nsu.edu,2301-7752-2,46615906,271233
planceleyne@nsu.edu,2301-7752-2,73820163,596514
